gene,MHC_gene,instrument_chr,nSNP_primary,method_primary,OR_primary,OR_lo_primary,OR_hi_primary,p_primary,FDR_primary,nSNP_noMHC,method_noMHC,OR_noMHC,OR_lo_noMHC,OR_hi_noMHC,p_noMHC,FDR_noMHC,estimate_unchanged,verdict,direction_consistent
CMTM4,FALSE,16,2,Inverse variance weighted,1.393,0.977,1.986,0.0667,0.66,2,Inverse variance weighted,1.393,0.977,1.986,0.0667,0.72,TRUE,ns in both,TRUE
MAP4K1,FALSE,19,1,Wald ratio,0.782,0.601,1.017,0.067,0.66,1,Wald ratio,0.782,0.601,1.017,0.067,0.72,TRUE,ns in both,TRUE
ZNF396,FALSE,18,2,Inverse variance weighted,0.909,0.82,1.007,0.0676,0.661,2,Inverse variance weighted,0.909,0.82,1.007,0.0676,0.72,TRUE,ns in both,TRUE
KRI1,FALSE,19,2,Inverse variance weighted,1.1,0.993,1.218,0.068,0.661,2,Inverse variance weighted,1.1,0.993,1.218,0.068,0.72,TRUE,ns in both,TRUE
TXNDC17,FALSE,17,1,Wald ratio,0.841,0.698,1.014,0.069,0.663,1,Wald ratio,0.841,0.698,1.014,0.069,0.72,TRUE,ns in both,TRUE
HLA-DPB1,TRUE,6,3,Inverse variance weighted,1.408,0.973,2.036,0.0694,0.663,,,,,,,,FALSE,ns in both,
AFG3L2,FALSE,18,1,Wald ratio,0.752,0.552,1.024,0.07,0.663,1,Wald ratio,0.752,0.552,1.024,0.07,0.72,TRUE,ns in both,TRUE
EIF3B,FALSE,7,1,Wald ratio,1.123,0.991,1.274,0.07,0.663,1,Wald ratio,1.123,0.991,1.274,0.07,0.72,TRUE,ns in both,TRUE
EZR,FALSE,6,1,Wald ratio,1.129,0.99,1.287,0.071,0.664,1,Wald ratio,1.129,0.99,1.287,0.071,0.72,TRUE,ns in both,TRUE
RNPS1,FALSE,16,1,Wald ratio,1.547,0.963,2.484,0.071,0.664,1,Wald ratio,1.547,0.963,2.484,0.071,0.72,TRUE,ns in both,TRUE
ACSF3,FALSE,16,1,Wald ratio,0.787,0.605,1.022,0.072,0.665,1,Wald ratio,0.787,0.605,1.022,0.072,0.72,TRUE,ns in both,TRUE
ARG1,FALSE,6,1,Wald ratio,0.946,0.891,1.005,0.072,0.665,1,Wald ratio,0.946,0.891,1.005,0.072,0.72,TRUE,ns in both,TRUE
ABHD13,FALSE,13,2,Inverse variance weighted,1.291,0.976,1.707,0.073,0.67,2,Inverse variance weighted,1.291,0.976,1.707,0.073,0.72,TRUE,ns in both,TRUE
RFX3,FALSE,9,1,Wald ratio,1.342,0.972,1.853,0.074,0.671,1,Wald ratio,1.342,0.972,1.853,0.074,0.72,TRUE,ns in both,TRUE
XPO5,FALSE,6,1,Wald ratio,1.753,0.947,3.244,0.074,0.671,1,Wald ratio,1.753,0.947,3.244,0.074,0.72,TRUE,ns in both,TRUE
EML2,FALSE,19,1,Wald ratio,0.691,0.459,1.039,0.076,0.677,1,Wald ratio,0.691,0.459,1.039,0.076,0.72,TRUE,ns in both,TRUE
BTBD10,FALSE,11,1,Wald ratio,0.696,0.466,1.04,0.077,0.677,1,Wald ratio,0.696,0.466,1.04,0.077,0.72,TRUE,ns in both,TRUE
GTF2B,FALSE,1,1,Wald ratio,1.225,0.978,1.535,0.077,0.677,1,Wald ratio,1.225,0.978,1.535,0.077,0.72,TRUE,ns in both,TRUE
SLA2,FALSE,20,1,Wald ratio,1.663,0.946,2.922,0.077,0.677,1,Wald ratio,1.663,0.946,2.922,0.077,0.72,TRUE,ns in both,TRUE
ZEB1,FALSE,10,1,Wald ratio,1.483,0.958,2.295,0.077,0.677,1,Wald ratio,1.483,0.958,2.295,0.077,0.72,TRUE,ns in both,TRUE
SAMD8,FALSE,10,1,Wald ratio,0.699,0.469,1.041,0.078,0.677,1,Wald ratio,0.699,0.469,1.041,0.078,0.72,TRUE,ns in both,TRUE
FANCG,FALSE,9,2,Inverse variance weighted,0.872,0.749,1.016,0.0783,0.677,2,Inverse variance weighted,0.872,0.749,1.016,0.0783,0.72,TRUE,ns in both,TRUE
C9orf72,FALSE,9,3,Inverse variance weighted,0.843,0.697,1.02,0.0784,0.677,3,Inverse variance weighted,0.843,0.697,1.02,0.0784,0.72,TRUE,ns in both,TRUE
TRIM14,FALSE,9,2,Inverse variance weighted,1.118,0.987,1.266,0.0794,0.677,2,Inverse variance weighted,1.118,0.987,1.266,0.0794,0.72,TRUE,ns in both,TRUE
OSBP,FALSE,11,1,Wald ratio,0.354,0.111,1.132,0.08,0.677,1,Wald ratio,0.354,0.111,1.132,0.08,0.72,TRUE,ns in both,TRUE
GCDH,FALSE,19,3,Inverse variance weighted,0.937,0.871,1.008,0.0803,0.677,3,Inverse variance weighted,0.937,0.871,1.008,0.0803,0.72,TRUE,ns in both,TRUE
CD81,FALSE,11,1,Wald ratio,1.096,0.989,1.215,0.081,0.677,1,Wald ratio,1.096,0.989,1.215,0.081,0.72,TRUE,ns in both,TRUE
FLNB,FALSE,3,2,Inverse variance weighted,1.239,0.973,1.578,0.0818,0.677,2,Inverse variance weighted,1.239,0.973,1.578,0.0818,0.72,TRUE,ns in both,TRUE
C1orf159,FALSE,1,1,Wald ratio,0.811,0.641,1.027,0.082,0.677,1,Wald ratio,0.811,0.641,1.027,0.082,0.72,TRUE,ns in both,TRUE
ATP13A1,FALSE,19,4,Inverse variance weighted,1.044,0.995,1.095,0.0822,0.677,4,Inverse variance weighted,1.044,0.995,1.095,0.0822,0.72,TRUE,ns in both,TRUE
DHPS,FALSE,19,1,Wald ratio,1.346,0.962,1.883,0.083,0.677,1,Wald ratio,1.346,0.962,1.883,0.083,0.72,TRUE,ns in both,TRUE
GGA1,FALSE,22,1,Wald ratio,0.88,0.761,1.017,0.083,0.677,1,Wald ratio,0.88,0.761,1.017,0.083,0.72,TRUE,ns in both,TRUE
PRPF31,FALSE,19,3,Inverse variance weighted,0.918,0.833,1.011,0.0831,0.677,3,Inverse variance weighted,0.918,0.833,1.011,0.0831,0.72,TRUE,ns in both,TRUE
ACAP2,FALSE,3,1,Wald ratio,1.914,0.917,3.996,0.084,0.677,1,Wald ratio,1.914,0.917,3.996,0.084,0.72,TRUE,ns in both,TRUE
SPHK2,FALSE,19,1,Wald ratio,1.127,0.984,1.292,0.085,0.677,1,Wald ratio,1.127,0.984,1.292,0.085,0.72,TRUE,ns in both,TRUE
PTPN7,FALSE,1,2,Inverse variance weighted,0.927,0.85,1.011,0.0855,0.677,2,Inverse variance weighted,0.927,0.85,1.011,0.0855,0.72,TRUE,ns in both,TRUE
SIGMAR1,FALSE,9,4,Inverse variance weighted,0.919,0.835,1.012,0.0864,0.677,4,Inverse variance weighted,0.919,0.835,1.012,0.0864,0.72,TRUE,ns in both,TRUE
URM1,FALSE,9,2,Inverse variance weighted,0.909,0.814,1.014,0.0872,0.677,2,Inverse variance weighted,0.909,0.814,1.014,0.0872,0.72,TRUE,ns in both,TRUE
TCEA2,FALSE,20,1,Wald ratio,1.199,0.973,1.478,0.088,0.677,1,Wald ratio,1.199,0.973,1.478,0.088,0.72,TRUE,ns in both,TRUE
HHEX,FALSE,10,2,Inverse variance weighted,0.908,0.812,1.015,0.0887,0.677,2,Inverse variance weighted,0.908,0.812,1.015,0.0887,0.72,TRUE,ns in both,TRUE
ACADS,FALSE,12,1,Wald ratio,0.581,0.31,1.089,0.09,0.677,1,Wald ratio,0.581,0.31,1.089,0.09,0.72,TRUE,ns in both,TRUE
ENTPD1,FALSE,10,4,Inverse variance weighted,1.05,0.992,1.111,0.09,0.677,4,Inverse variance weighted,1.05,0.992,1.111,0.09,0.72,TRUE,ns in both,TRUE
STK36,FALSE,2,1,Wald ratio,0.884,0.767,1.019,0.09,0.677,1,Wald ratio,0.884,0.767,1.019,0.09,0.72,TRUE,ns in both,TRUE
SLC25A3,FALSE,12,3,Inverse variance weighted,1.103,0.985,1.235,0.0909,0.677,3,Inverse variance weighted,1.103,0.985,1.235,0.0909,0.72,TRUE,ns in both,TRUE
NUP93,FALSE,16,1,Wald ratio,0.83,0.669,1.03,0.091,0.677,1,Wald ratio,0.83,0.669,1.03,0.091,0.72,TRUE,ns in both,TRUE
TPP1,FALSE,11,1,Wald ratio,0.941,0.878,1.01,0.091,0.677,1,Wald ratio,0.941,0.878,1.01,0.091,0.72,TRUE,ns in both,TRUE
TEF,FALSE,22,2,Inverse variance weighted,0.95,0.894,1.008,0.0913,0.677,2,Inverse variance weighted,0.95,0.894,1.008,0.0913,0.72,TRUE,ns in both,TRUE
TLE4,FALSE,9,2,Inverse variance weighted,0.851,0.704,1.028,0.0935,0.677,2,Inverse variance weighted,0.851,0.704,1.028,0.0935,0.72,TRUE,ns in both,TRUE
KDM1A,FALSE,1,1,Wald ratio,0.741,0.522,1.052,0.094,0.677,1,Wald ratio,0.741,0.522,1.052,0.094,0.72,TRUE,ns in both,TRUE
ZC3H12C,FALSE,11,1,Wald ratio,0.948,0.891,1.009,0.094,0.677,1,Wald ratio,0.948,0.891,1.009,0.094,0.72,TRUE,ns in both,TRUE
ZHX2,FALSE,8,1,Wald ratio,0.9,0.795,1.018,0.095,0.677,1,Wald ratio,0.9,0.795,1.018,0.095,0.72,TRUE,ns in both,TRUE
HBP1,FALSE,7,1,Wald ratio,0.873,0.744,1.024,0.096,0.677,1,Wald ratio,0.873,0.744,1.024,0.096,0.72,TRUE,ns in both,TRUE
MAP3K10,FALSE,19,1,Wald ratio,0.86,0.72,1.028,0.097,0.677,1,Wald ratio,0.86,0.72,1.028,0.097,0.72,TRUE,ns in both,TRUE
APP,FALSE,21,1,Wald ratio,1.097,0.983,1.223,0.098,0.677,1,Wald ratio,1.097,0.983,1.223,0.098,0.72,TRUE,ns in both,TRUE
LAIR1,FALSE,19,1,Wald ratio,1.187,0.969,1.455,0.098,0.677,1,Wald ratio,1.187,0.969,1.455,0.098,0.72,TRUE,ns in both,TRUE
TXN,FALSE,9,3,Inverse variance weighted,0.923,0.839,1.015,0.0981,0.677,3,Inverse variance weighted,0.923,0.839,1.015,0.0981,0.72,TRUE,ns in both,TRUE
IFRD1,FALSE,7,3,Inverse variance weighted,0.924,0.841,1.015,0.0991,0.677,3,Inverse variance weighted,0.924,0.841,1.015,0.0991,0.72,TRUE,ns in both,TRUE
BAHD1,FALSE,15,1,Wald ratio,0.801,0.616,1.043,0.1,0.677,1,Wald ratio,0.801,0.616,1.043,0.1,0.72,TRUE,ns in both,TRUE
PRPF6,FALSE,20,1,Wald ratio,1.106,0.981,1.246,0.1,0.677,1,Wald ratio,1.106,0.981,1.246,0.1,0.72,TRUE,ns in both,TRUE
PTGES2,FALSE,9,1,Wald ratio,0.824,0.654,1.038,0.1,0.677,1,Wald ratio,0.824,0.654,1.038,0.1,0.72,TRUE,ns in both,TRUE
SAMD10,FALSE,20,1,Wald ratio,1.079,0.986,1.181,0.1,0.677,1,Wald ratio,1.079,0.986,1.181,0.1,0.72,TRUE,ns in both,TRUE
SH3BGRL3,FALSE,1,1,Wald ratio,0.853,0.705,1.031,0.1,0.677,1,Wald ratio,0.853,0.705,1.031,0.1,0.72,TRUE,ns in both,TRUE
SUPT5H,FALSE,19,1,Wald ratio,1.161,0.972,1.388,0.1,0.677,1,Wald ratio,1.161,0.972,1.388,0.1,0.72,TRUE,ns in both,TRUE
TGFBR1,FALSE,9,1,Wald ratio,0.769,0.562,1.052,0.1,0.677,1,Wald ratio,0.769,0.562,1.052,0.1,0.72,TRUE,ns in both,TRUE
TUBB,TRUE,6,2,Inverse variance weighted,1.147,0.974,1.35,0.1,0.677,,,,,,,,FALSE,ns in both,
VNN2,FALSE,6,3,Inverse variance weighted,1.034,0.993,1.077,0.102,0.677,3,Inverse variance weighted,1.034,0.993,1.077,0.102,0.72,TRUE,ns in both,TRUE
CD36,FALSE,7,3,Inverse variance weighted,0.95,0.894,1.01,0.103,0.677,3,Inverse variance weighted,0.95,0.894,1.01,0.103,0.72,TRUE,ns in both,TRUE
INTS4,FALSE,11,2,Inverse variance weighted,0.955,0.903,1.009,0.103,0.677,2,Inverse variance weighted,0.955,0.903,1.009,0.103,0.72,TRUE,ns in both,TRUE
FMNL2,FALSE,2,2,Inverse variance weighted,0.846,0.691,1.035,0.105,0.677,2,Inverse variance weighted,0.846,0.691,1.035,0.105,0.72,TRUE,ns in both,TRUE
PLA2G4A,FALSE,1,2,Inverse variance weighted,1.252,0.954,1.642,0.105,0.677,2,Inverse variance weighted,1.252,0.954,1.642,0.105,0.72,TRUE,ns in both,TRUE
MCM3,FALSE,6,2,Inverse variance weighted,1.199,0.962,1.494,0.107,0.677,2,Inverse variance weighted,1.199,0.962,1.494,0.107,0.72,TRUE,ns in both,TRUE
NDUFA3,FALSE,19,2,Inverse variance weighted,1.1,0.98,1.235,0.107,0.677,2,Inverse variance weighted,1.1,0.98,1.235,0.107,0.72,TRUE,ns in both,TRUE
CHCHD10,FALSE,22,2,Inverse variance weighted,1.176,0.965,1.432,0.108,0.677,2,Inverse variance weighted,1.176,0.965,1.432,0.108,0.72,TRUE,ns in both,TRUE
CRIPT,FALSE,2,2,Inverse variance weighted,0.961,0.915,1.009,0.108,0.677,2,Inverse variance weighted,0.961,0.915,1.009,0.108,0.72,TRUE,ns in both,TRUE
RRP7A,FALSE,22,3,Inverse variance weighted,0.942,0.876,1.013,0.108,0.677,3,Inverse variance weighted,0.942,0.876,1.013,0.108,0.72,TRUE,ns in both,TRUE
ASXL2,FALSE,2,1,Wald ratio,0.77,0.558,1.061,0.11,0.677,1,Wald ratio,0.77,0.558,1.061,0.11,0.72,TRUE,ns in both,TRUE
CD84,FALSE,1,3,Inverse variance weighted,1.08,0.983,1.188,0.11,0.677,3,Inverse variance weighted,1.08,0.983,1.188,0.11,0.72,TRUE,ns in both,TRUE
CHTF18,FALSE,16,1,Wald ratio,0.741,0.513,1.07,0.11,0.677,1,Wald ratio,0.741,0.513,1.07,0.11,0.72,TRUE,ns in both,TRUE
CIZ1,FALSE,9,1,Wald ratio,0.558,0.273,1.141,0.11,0.677,1,Wald ratio,0.558,0.273,1.141,0.11,0.72,TRUE,ns in both,TRUE
DOCK4,FALSE,7,1,Wald ratio,1.511,0.911,2.506,0.11,0.677,1,Wald ratio,1.511,0.911,2.506,0.11,0.72,TRUE,ns in both,TRUE
EPS8L2,FALSE,11,2,Inverse variance weighted,1.126,0.974,1.302,0.11,0.677,2,Inverse variance weighted,1.126,0.974,1.302,0.11,0.72,TRUE,ns in both,TRUE
GEMIN5,FALSE,5,1,Wald ratio,0.611,0.334,1.118,0.11,0.677,1,Wald ratio,0.611,0.334,1.118,0.11,0.72,TRUE,ns in both,TRUE
JMJD4,FALSE,1,1,Wald ratio,1.093,0.98,1.219,0.11,0.677,1,Wald ratio,1.093,0.98,1.219,0.11,0.72,TRUE,ns in both,TRUE
NAGPA,FALSE,16,1,Wald ratio,0.957,0.906,1.01,0.11,0.677,1,Wald ratio,0.957,0.906,1.01,0.11,0.72,TRUE,ns in both,TRUE
NUP62,FALSE,19,1,Wald ratio,0.878,0.749,1.03,0.11,0.677,1,Wald ratio,0.878,0.749,1.03,0.11,0.72,TRUE,ns in both,TRUE
PFKM,FALSE,12,1,Wald ratio,0.879,0.751,1.03,0.11,0.677,1,Wald ratio,0.879,0.751,1.03,0.11,0.72,TRUE,ns in both,TRUE
SNRK,FALSE,3,1,Wald ratio,0.818,0.64,1.046,0.11,0.677,1,Wald ratio,0.818,0.64,1.046,0.11,0.72,TRUE,ns in both,TRUE
SYMPK,FALSE,19,1,Wald ratio,0.862,0.718,1.034,0.11,0.677,1,Wald ratio,0.862,0.718,1.034,0.11,0.72,TRUE,ns in both,TRUE
TDP2,FALSE,6,2,Inverse variance weighted,1.127,0.973,1.306,0.11,0.677,2,Inverse variance weighted,1.127,0.973,1.306,0.11,0.72,TRUE,ns in both,TRUE
TMEM39B,FALSE,1,1,Wald ratio,0.873,0.739,1.031,0.11,0.677,1,Wald ratio,0.873,0.739,1.031,0.11,0.72,TRUE,ns in both,TRUE
TRIM46,FALSE,1,1,Wald ratio,0.83,0.66,1.043,0.11,0.677,1,Wald ratio,0.83,0.66,1.043,0.11,0.72,TRUE,ns in both,TRUE
URGCP,FALSE,7,1,Wald ratio,0.89,0.771,1.027,0.11,0.677,1,Wald ratio,0.89,0.771,1.027,0.11,0.72,TRUE,ns in both,TRUE
ZSCAN2,FALSE,15,1,Wald ratio,1.212,0.957,1.533,0.11,0.677,1,Wald ratio,1.212,0.957,1.533,0.11,0.72,TRUE,ns in both,TRUE
AIFM2,FALSE,10,2,Inverse variance weighted,1.074,0.984,1.173,0.111,0.677,2,Inverse variance weighted,1.074,0.984,1.173,0.111,0.72,TRUE,ns in both,TRUE
PNPLA7,FALSE,9,3,Inverse variance weighted,0.894,0.778,1.027,0.112,0.682,3,Inverse variance weighted,0.894,0.778,1.027,0.112,0.726,TRUE,ns in both,TRUE
CROCC,FALSE,1,2,Inverse variance weighted,0.878,0.748,1.031,0.113,0.686,2,Inverse variance weighted,0.878,0.748,1.031,0.113,0.73,TRUE,ns in both,TRUE
ACTR10,FALSE,14,3,Inverse variance weighted,0.897,0.783,1.029,0.12,0.713,3,Inverse variance weighted,0.897,0.783,1.029,0.12,0.757,TRUE,ns in both,TRUE
ARID4A,FALSE,14,1,Wald ratio,1.214,0.951,1.551,0.12,0.713,1,Wald ratio,1.214,0.951,1.551,0.12,0.757,TRUE,ns in both,TRUE
CCDC134,FALSE,22,1,Wald ratio,1.479,0.903,2.424,0.12,0.713,1,Wald ratio,1.479,0.903,2.424,0.12,0.757,TRUE,ns in both,TRUE
NUDCD3,FALSE,7,1,Wald ratio,0.935,0.859,1.018,0.12,0.713,1,Wald ratio,0.935,0.859,1.018,0.12,0.757,TRUE,ns in both,TRUE
USE1,FALSE,19,1,Wald ratio,1.571,0.889,2.777,0.12,0.713,1,Wald ratio,1.571,0.889,2.777,0.12,0.757,TRUE,ns in both,TRUE
SCRN1,FALSE,7,2,Inverse variance weighted,0.882,0.753,1.034,0.122,0.717,2,Inverse variance weighted,0.882,0.753,1.034,0.122,0.758,TRUE,ns in both,TRUE
TMEM59,FALSE,1,2,Inverse variance weighted,0.82,0.637,1.055,0.122,0.717,2,Inverse variance weighted,0.82,0.637,1.055,0.122,0.758,TRUE,ns in both,TRUE
ANAPC13,FALSE,3,2,Inverse variance weighted,1.233,0.944,1.61,0.124,0.718,2,Inverse variance weighted,1.233,0.944,1.61,0.124,0.758,TRUE,ns in both,TRUE
ZDHHC17,FALSE,12,3,Inverse variance weighted,0.926,0.839,1.022,0.125,0.718,3,Inverse variance weighted,0.926,0.839,1.022,0.125,0.758,TRUE,ns in both,TRUE
ERC1,FALSE,12,2,Inverse variance weighted,1.186,0.953,1.475,0.126,0.718,2,Inverse variance weighted,1.186,0.953,1.475,0.126,0.758,TRUE,ns in both,TRUE
SNX17,FALSE,2,2,Inverse variance weighted,0.932,0.853,1.02,0.126,0.718,2,Inverse variance weighted,0.932,0.853,1.02,0.126,0.758,TRUE,ns in both,TRUE
LIMD1,FALSE,3,2,Inverse variance weighted,0.906,0.798,1.029,0.129,0.718,2,Inverse variance weighted,0.906,0.798,1.029,0.129,0.758,TRUE,ns in both,TRUE
ST6GALNAC6,FALSE,9,3,Inverse variance weighted,0.944,0.875,1.017,0.129,0.718,3,Inverse variance weighted,0.944,0.875,1.017,0.129,0.758,TRUE,ns in both,TRUE
CEP250,FALSE,20,1,Wald ratio,1.123,0.966,1.304,0.13,0.718,1,Wald ratio,1.123,0.966,1.304,0.13,0.758,TRUE,ns in both,TRUE
DYNLRB1,FALSE,20,1,Wald ratio,0.661,0.387,1.13,0.13,0.718,1,Wald ratio,0.661,0.387,1.13,0.13,0.758,TRUE,ns in both,TRUE
EIF2B4,FALSE,2,1,Wald ratio,1.174,0.954,1.444,0.13,0.718,1,Wald ratio,1.174,0.954,1.444,0.13,0.758,TRUE,ns in both,TRUE
HNMT,FALSE,2,1,Wald ratio,1.315,0.923,1.875,0.13,0.718,1,Wald ratio,1.315,0.923,1.875,0.13,0.758,TRUE,ns in both,TRUE
KLHL26,FALSE,19,1,Wald ratio,1.199,0.948,1.516,0.13,0.718,1,Wald ratio,1.199,0.948,1.516,0.13,0.758,TRUE,ns in both,TRUE
OSBPL11,FALSE,3,1,Wald ratio,0.876,0.738,1.04,0.13,0.718,1,Wald ratio,0.876,0.738,1.04,0.13,0.758,TRUE,ns in both,TRUE
RDH13,FALSE,19,1,Wald ratio,0.97,0.932,1.009,0.13,0.718,1,Wald ratio,0.97,0.932,1.009,0.13,0.758,TRUE,ns in both,TRUE
SND1,FALSE,7,1,Wald ratio,0.904,0.793,1.03,0.13,0.718,1,Wald ratio,0.904,0.793,1.03,0.13,0.758,TRUE,ns in both,TRUE
WDR20,FALSE,14,1,Wald ratio,1.634,0.865,3.084,0.13,0.718,1,Wald ratio,1.634,0.865,3.084,0.13,0.758,TRUE,ns in both,TRUE
WDR6,FALSE,3,2,Inverse variance weighted,1.024,0.993,1.056,0.13,0.718,2,Inverse variance weighted,1.024,0.993,1.056,0.13,0.758,TRUE,ns in both,TRUE
ZNF93,FALSE,19,1,Wald ratio,1.202,0.947,1.527,0.13,0.718,1,Wald ratio,1.202,0.947,1.527,0.13,0.758,TRUE,ns in both,TRUE
STARD3NL,FALSE,7,3,Inverse variance weighted,0.899,0.783,1.033,0.133,0.73,3,Inverse variance weighted,0.899,0.783,1.033,0.133,0.77,TRUE,ns in both,TRUE
SERINC1,FALSE,6,3,Inverse variance weighted,1.067,0.979,1.163,0.138,0.739,3,Inverse variance weighted,1.067,0.979,1.163,0.138,0.777,TRUE,ns in both,TRUE
NOP14,FALSE,4,2,Inverse variance weighted,0.834,0.655,1.061,0.139,0.739,2,Inverse variance weighted,0.834,0.655,1.061,0.139,0.777,TRUE,ns in both,TRUE
ARHGAP22,FALSE,10,1,Wald ratio,0.943,0.872,1.02,0.14,0.739,1,Wald ratio,0.943,0.872,1.02,0.14,0.777,TRUE,ns in both,TRUE
ARL15,FALSE,5,1,Wald ratio,0.877,0.737,1.044,0.14,0.739,1,Wald ratio,0.877,0.737,1.044,0.14,0.777,TRUE,ns in both,TRUE
ARMC5,FALSE,16,1,Wald ratio,0.871,0.725,1.046,0.14,0.739,1,Wald ratio,0.871,0.725,1.046,0.14,0.777,TRUE,ns in both,TRUE
CNOT1,FALSE,16,1,Wald ratio,0.866,0.715,1.048,0.14,0.739,1,Wald ratio,0.866,0.715,1.048,0.14,0.777,TRUE,ns in both,TRUE
EIF3I,FALSE,1,1,Wald ratio,0.7,0.436,1.124,0.14,0.739,1,Wald ratio,0.7,0.436,1.124,0.14,0.777,TRUE,ns in both,TRUE
EIF4A3,FALSE,17,1,Wald ratio,1.221,0.937,1.592,0.14,0.739,1,Wald ratio,1.221,0.937,1.592,0.14,0.777,TRUE,ns in both,TRUE
HEATR5A,FALSE,14,1,Wald ratio,1.249,0.93,1.678,0.14,0.739,1,Wald ratio,1.249,0.93,1.678,0.14,0.777,TRUE,ns in both,TRUE
RNF146,FALSE,6,1,Wald ratio,1.179,0.947,1.468,0.14,0.739,1,Wald ratio,1.179,0.947,1.468,0.14,0.777,TRUE,ns in both,TRUE
TXLNA,FALSE,1,1,Wald ratio,0.764,0.535,1.092,0.14,0.739,1,Wald ratio,0.764,0.535,1.092,0.14,0.777,TRUE,ns in both,TRUE
DEGS1,FALSE,1,3,Inverse variance weighted,1.051,0.983,1.124,0.146,0.748,3,Inverse variance weighted,1.051,0.983,1.124,0.146,0.78,TRUE,ns in both,TRUE
TCF7L2,FALSE,10,2,Inverse variance weighted,0.905,0.791,1.035,0.146,0.748,2,Inverse variance weighted,0.905,0.791,1.035,0.146,0.78,TRUE,ns in both,TRUE
MLEC,FALSE,12,2,Inverse variance weighted,0.923,0.827,1.029,0.148,0.748,2,Inverse variance weighted,0.923,0.827,1.029,0.148,0.78,TRUE,ns in both,TRUE
DDX42,FALSE,17,1,Wald ratio,0.76,0.523,1.104,0.15,0.748,1,Wald ratio,0.76,0.523,1.104,0.15,0.78,TRUE,ns in both,TRUE
FKBP2,FALSE,11,1,Wald ratio,1.434,0.878,2.343,0.15,0.748,1,Wald ratio,1.434,0.878,2.343,0.15,0.78,TRUE,ns in both,TRUE
GDAP2,FALSE,1,1,Wald ratio,4.456,0.583,34.081,0.15,0.748,1,Wald ratio,4.456,0.583,34.081,0.15,0.78,TRUE,ns in both,TRUE
HTT,FALSE,4,1,Wald ratio,0.777,0.55,1.096,0.15,0.748,1,Wald ratio,0.777,0.55,1.096,0.15,0.78,TRUE,ns in both,TRUE
KPNA6,FALSE,1,1,Wald ratio,1.235,0.927,1.646,0.15,0.748,1,Wald ratio,1.235,0.927,1.646,0.15,0.78,TRUE,ns in both,TRUE
NCKIPSD,FALSE,3,1,Wald ratio,0.941,0.867,1.022,0.15,0.748,1,Wald ratio,0.941,0.867,1.022,0.15,0.78,TRUE,ns in both,TRUE
PAFAH1B3,FALSE,19,1,Wald ratio,1.224,0.929,1.613,0.15,0.748,1,Wald ratio,1.224,0.929,1.613,0.15,0.78,TRUE,ns in both,TRUE
PSMC3,FALSE,11,2,Inverse variance weighted,1.18,0.942,1.478,0.15,0.748,2,Inverse variance weighted,1.18,0.942,1.478,0.15,0.78,TRUE,ns in both,TRUE
PSMD11,FALSE,17,1,Wald ratio,1.279,0.915,1.788,0.15,0.748,1,Wald ratio,1.279,0.915,1.788,0.15,0.78,TRUE,ns in both,TRUE
STK3,FALSE,8,1,Wald ratio,1.471,0.87,2.489,0.15,0.748,1,Wald ratio,1.471,0.87,2.489,0.15,0.78,TRUE,ns in both,TRUE
THOP1,FALSE,19,1,Wald ratio,1.14,0.954,1.362,0.15,0.748,1,Wald ratio,1.14,0.954,1.362,0.15,0.78,TRUE,ns in both,TRUE
WRAP53,FALSE,17,1,Wald ratio,0.678,0.399,1.151,0.15,0.748,1,Wald ratio,0.678,0.399,1.151,0.15,0.78,TRUE,ns in both,TRUE
IKBIP,FALSE,12,2,Inverse variance weighted,1.279,0.914,1.791,0.151,0.748,2,Inverse variance weighted,1.279,0.914,1.791,0.151,0.78,TRUE,ns in both,TRUE
RNF141,FALSE,11,2,Inverse variance weighted,1.112,0.961,1.287,0.153,0.748,2,Inverse variance weighted,1.112,0.961,1.287,0.153,0.78,TRUE,ns in both,TRUE
ZFP64,FALSE,20,2,Inverse variance weighted,0.829,0.64,1.073,0.154,0.748,2,Inverse variance weighted,0.829,0.64,1.073,0.154,0.78,TRUE,ns in both,TRUE
ARL3,FALSE,10,2,Inverse variance weighted,1.16,0.945,1.423,0.156,0.748,2,Inverse variance weighted,1.16,0.945,1.423,0.156,0.78,TRUE,ns in both,TRUE
RNF216,FALSE,7,2,Inverse variance weighted,0.867,0.713,1.056,0.156,0.748,2,Inverse variance weighted,0.867,0.713,1.056,0.156,0.78,TRUE,ns in both,TRUE
FAM174A,FALSE,5,2,Inverse variance weighted,0.962,0.911,1.015,0.157,0.748,2,Inverse variance weighted,0.962,0.911,1.015,0.157,0.78,TRUE,ns in both,TRUE
NDRG3,FALSE,20,2,Inverse variance weighted,0.898,0.774,1.042,0.157,0.748,2,Inverse variance weighted,0.898,0.774,1.042,0.157,0.78,TRUE,ns in both,TRUE
HECW2,FALSE,2,3,Inverse variance weighted,0.931,0.844,1.028,0.158,0.748,3,Inverse variance weighted,0.931,0.844,1.028,0.158,0.78,TRUE,ns in both,TRUE
EPHB6,FALSE,7,2,Inverse variance weighted,1.341,0.892,2.018,0.159,0.748,2,Inverse variance weighted,1.341,0.892,2.018,0.159,0.78,TRUE,ns in both,TRUE
ADAM9,FALSE,8,1,Wald ratio,0.878,0.731,1.053,0.16,0.748,1,Wald ratio,0.878,0.731,1.053,0.16,0.78,TRUE,ns in both,TRUE
