gene,MHC_gene,instrument_chr,nSNP_primary,method_primary,OR_primary,OR_lo_primary,OR_hi_primary,p_primary,FDR_primary,nSNP_noMHC,method_noMHC,OR_noMHC,OR_lo_noMHC,OR_hi_noMHC,p_noMHC,FDR_noMHC,estimate_unchanged,verdict,direction_consistent
SH2B1,FALSE,16,1,Wald ratio,0.494,0.344,0.712,0.00015,0.0106,1,Wald ratio,0.494,0.344,0.712,0.00015,0.0199,TRUE,ROBUST (significant with and without MHC),TRUE
LPCAT2,FALSE,16,3,Inverse variance weighted,1.097,1.045,1.151,0.000194,0.013,3,Inverse variance weighted,1.097,1.045,1.151,0.000194,0.0235,TRUE,ROBUST (significant with and without MHC),TRUE
CDC37,FALSE,19,1,Wald ratio,0.752,0.643,0.88,0.00036,0.0231,1,Wald ratio,0.752,0.643,0.88,0.00036,0.0403,TRUE,ROBUST (significant with and without MHC),TRUE
KLF2,FALSE,19,1,Wald ratio,0.54,0.383,0.763,0.00047,0.0289,1,Wald ratio,0.54,0.383,0.763,0.00047,0.0489,TRUE,ROBUST (significant with and without MHC),TRUE
ESYT1,FALSE,12,1,Wald ratio,0.67,0.532,0.845,0.00071,0.042,1,Wald ratio,0.67,0.532,0.845,0.00071,0.0689,TRUE,FDR-RANK ONLY (estimate identical; lost to BH re-ranking),TRUE
NFX1,FALSE,9,1,Wald ratio,0.52,0.35,0.772,0.0012,0.0682,1,Wald ratio,0.52,0.35,0.772,0.0012,0.109,TRUE,ns in both,TRUE
TRAM2,FALSE,6,1,Wald ratio,0.771,0.657,0.904,0.0014,0.0766,1,Wald ratio,0.771,0.657,0.904,0.0014,0.12,TRUE,ns in both,TRUE
COQ4,FALSE,9,1,Wald ratio,3.138,1.542,6.383,0.0016,0.0845,1,Wald ratio,3.138,1.542,6.383,0.0016,0.129,TRUE,ns in both,TRUE
ATP13A2,FALSE,1,1,Wald ratio,1.273,1.088,1.488,0.0025,0.127,1,Wald ratio,1.273,1.088,1.488,0.0025,0.192,TRUE,ns in both,TRUE
CPSF4,FALSE,7,1,Wald ratio,0.704,0.56,0.886,0.0027,0.133,1,Wald ratio,0.704,0.56,0.886,0.0027,0.192,TRUE,ns in both,TRUE
PPP2R3C,FALSE,14,4,Inverse variance weighted,0.95,0.919,0.983,0.00281,0.134,4,Inverse variance weighted,0.95,0.919,0.983,0.00281,0.192,TRUE,ns in both,TRUE
CNFN,FALSE,19,1,Wald ratio,0.592,0.419,0.836,0.0029,0.134,1,Wald ratio,0.592,0.419,0.836,0.0029,0.192,TRUE,ns in both,TRUE
MMS19,FALSE,10,1,Wald ratio,1.342,1.104,1.633,0.0032,0.143,1,Wald ratio,1.342,1.104,1.633,0.0032,0.203,TRUE,ns in both,TRUE
CD247,FALSE,1,2,Inverse variance weighted,0.901,0.839,0.967,0.0037,0.161,2,Inverse variance weighted,0.901,0.839,0.967,0.0037,0.225,TRUE,ns in both,TRUE
RAP1A,FALSE,1,1,Wald ratio,0.78,0.653,0.931,0.0059,0.238,1,Wald ratio,0.78,0.653,0.931,0.0059,0.322,TRUE,ns in both,TRUE
RBMXL1,FALSE,1,2,Inverse variance weighted,0.809,0.695,0.941,0.00595,0.238,2,Inverse variance weighted,0.809,0.695,0.941,0.00595,0.322,TRUE,ns in both,TRUE
FBXW8,FALSE,12,2,Inverse variance weighted,0.876,0.798,0.963,0.00596,0.238,2,Inverse variance weighted,0.876,0.798,0.963,0.00596,0.322,TRUE,ns in both,TRUE
MYCBP2,FALSE,13,1,Wald ratio,0.666,0.497,0.893,0.0066,0.251,1,Wald ratio,0.666,0.497,0.893,0.0066,0.325,TRUE,ns in both,TRUE
ACAP1,FALSE,17,1,Wald ratio,0.9,0.834,0.971,0.0068,0.251,1,Wald ratio,0.9,0.834,0.971,0.0068,0.325,TRUE,ns in both,TRUE
SLC25A23,FALSE,19,1,Wald ratio,2.277,1.255,4.133,0.0068,0.251,1,Wald ratio,2.277,1.255,4.133,0.0068,0.325,TRUE,ns in both,TRUE
COX6B1,FALSE,19,2,Inverse variance weighted,1.082,1.022,1.146,0.00711,0.252,2,Inverse variance weighted,1.082,1.022,1.146,0.00711,0.325,TRUE,ns in both,TRUE
FARP2,FALSE,2,2,Inverse variance weighted,1.119,1.031,1.215,0.00715,0.252,2,Inverse variance weighted,1.119,1.031,1.215,0.00715,0.325,TRUE,ns in both,TRUE
AZI2,FALSE,3,2,Inverse variance weighted,0.873,0.791,0.965,0.00776,0.267,2,Inverse variance weighted,0.873,0.791,0.965,0.00776,0.342,TRUE,ns in both,TRUE
BTN3A3,TRUE,6,1,Wald ratio,0.715,0.556,0.919,0.0087,0.286,,,,,,,,FALSE,ns in both,
DNAH1,FALSE,3,3,Inverse variance weighted,0.859,0.766,0.962,0.00884,0.286,3,Inverse variance weighted,0.859,0.766,0.962,0.00884,0.37,TRUE,ns in both,TRUE
CCPG1,FALSE,15,1,Wald ratio,0.78,0.648,0.94,0.0089,0.286,1,Wald ratio,0.78,0.648,0.94,0.0089,0.37,TRUE,ns in both,TRUE
PSMB7,FALSE,9,2,Inverse variance weighted,0.76,0.618,0.934,0.00924,0.291,2,Inverse variance weighted,0.76,0.618,0.934,0.00924,0.374,TRUE,ns in both,TRUE
FOXK1,FALSE,7,1,Wald ratio,1.124,1.026,1.231,0.012,0.368,1,Wald ratio,1.124,1.026,1.231,0.012,0.466,TRUE,ns in both,TRUE
CD101,FALSE,1,3,Inverse variance weighted,0.899,0.827,0.977,0.0122,0.368,3,Inverse variance weighted,0.899,0.827,0.977,0.0122,0.466,TRUE,ns in both,TRUE
TUFM,FALSE,16,3,Inverse variance weighted,1.057,1.012,1.104,0.0125,0.369,3,Inverse variance weighted,1.057,1.012,1.104,0.0125,0.466,TRUE,ns in both,TRUE
ZNF740,FALSE,12,1,Wald ratio,1.43,1.078,1.897,0.013,0.372,1,Wald ratio,1.43,1.078,1.897,0.013,0.473,TRUE,ns in both,TRUE
PHF1,TRUE,6,2,Inverse variance weighted,3.87,1.329,11.272,0.0131,0.372,,,,,,,,FALSE,ns in both,
NAALADL1,FALSE,11,2,Inverse variance weighted,1.178,1.034,1.343,0.0138,0.377,2,Inverse variance weighted,1.178,1.034,1.343,0.0138,0.485,TRUE,ns in both,TRUE
LRRC41,FALSE,1,1,Wald ratio,0.491,0.279,0.866,0.014,0.377,1,Wald ratio,0.491,0.279,0.866,0.014,0.485,TRUE,ns in both,TRUE
LTA,TRUE,6,2,Inverse variance weighted,0.464,0.252,0.856,0.014,0.377,,,,,,,,FALSE,ns in both,
COPS7B,FALSE,2,1,Wald ratio,1.897,1.132,3.177,0.015,0.388,1,Wald ratio,1.897,1.132,3.177,0.015,0.485,TRUE,ns in both,TRUE
PCCB,FALSE,3,4,Inverse variance weighted,0.927,0.872,0.985,0.015,0.388,4,Inverse variance weighted,0.927,0.872,0.985,0.015,0.485,TRUE,ns in both,TRUE
CRTC3,FALSE,15,2,Inverse variance weighted,0.83,0.713,0.966,0.0159,0.388,2,Inverse variance weighted,0.83,0.713,0.966,0.0159,0.485,TRUE,ns in both,TRUE
CDK4,FALSE,12,1,Wald ratio,0.68,0.496,0.931,0.016,0.388,1,Wald ratio,0.68,0.496,0.931,0.016,0.485,TRUE,ns in both,TRUE
PMPCA,FALSE,9,1,Wald ratio,0.592,0.386,0.907,0.016,0.388,1,Wald ratio,0.592,0.386,0.907,0.016,0.485,TRUE,ns in both,TRUE
SMPDL3A,FALSE,6,1,Wald ratio,1.102,1.018,1.193,0.016,0.388,1,Wald ratio,1.102,1.018,1.193,0.016,0.485,TRUE,ns in both,TRUE
MRPS34,FALSE,16,1,Wald ratio,1.27,1.044,1.547,0.017,0.405,1,Wald ratio,1.27,1.044,1.547,0.017,0.497,TRUE,ns in both,TRUE
MAP2K5,FALSE,15,2,Inverse variance weighted,0.941,0.895,0.989,0.0177,0.408,2,Inverse variance weighted,0.941,0.895,0.989,0.0177,0.497,TRUE,ns in both,TRUE
POLRMT,FALSE,19,1,Wald ratio,1.809,1.107,2.957,0.018,0.408,1,Wald ratio,1.809,1.107,2.957,0.018,0.497,TRUE,ns in both,TRUE
TBL2,FALSE,7,1,Wald ratio,1.239,1.037,1.481,0.018,0.408,1,Wald ratio,1.239,1.037,1.481,0.018,0.497,TRUE,ns in both,TRUE
PCSK7,FALSE,11,2,Inverse variance weighted,0.906,0.834,0.983,0.0184,0.408,2,Inverse variance weighted,0.906,0.834,0.983,0.0184,0.497,TRUE,ns in both,TRUE
PPARD,FALSE,6,2,Inverse variance weighted,1.36,1.053,1.756,0.0186,0.408,2,Inverse variance weighted,1.36,1.053,1.756,0.0186,0.497,TRUE,ns in both,TRUE
GSDMB,FALSE,17,5,Inverse variance weighted,0.846,0.736,0.973,0.0188,0.408,5,Inverse variance weighted,0.846,0.736,0.973,0.0188,0.497,TRUE,ns in both,TRUE
SLC39A9,FALSE,14,2,Inverse variance weighted,1.115,1.017,1.221,0.0199,0.425,2,Inverse variance weighted,1.115,1.017,1.221,0.0199,0.516,TRUE,ns in both,TRUE
CLSTN1,FALSE,1,2,Inverse variance weighted,0.851,0.742,0.976,0.0208,0.439,2,Inverse variance weighted,0.851,0.742,0.976,0.0208,0.531,TRUE,ns in both,TRUE
CHD3,FALSE,17,1,Wald ratio,0.703,0.519,0.95,0.022,0.447,1,Wald ratio,0.703,0.519,0.95,0.022,0.532,TRUE,ns in both,TRUE
SCMH1,FALSE,1,1,Wald ratio,1.803,1.089,2.985,0.022,0.447,1,Wald ratio,1.803,1.089,2.985,0.022,0.532,TRUE,ns in both,TRUE
SUN2,FALSE,22,2,Inverse variance weighted,0.917,0.852,0.988,0.0224,0.447,2,Inverse variance weighted,0.917,0.852,0.988,0.0224,0.532,TRUE,ns in both,TRUE
BNIP2,FALSE,15,1,Wald ratio,1.219,1.028,1.446,0.023,0.447,1,Wald ratio,1.219,1.028,1.446,0.023,0.532,TRUE,ns in both,TRUE
PGGT1B,FALSE,5,2,Inverse variance weighted,0.894,0.812,0.985,0.023,0.447,2,Inverse variance weighted,0.894,0.812,0.985,0.023,0.532,TRUE,ns in both,TRUE
TBCB,FALSE,19,1,Wald ratio,2.225,1.117,4.435,0.023,0.447,1,Wald ratio,2.225,1.117,4.435,0.023,0.532,TRUE,ns in both,TRUE
KRAS,FALSE,12,2,Inverse variance weighted,1.51,1.056,2.159,0.0239,0.459,2,Inverse variance weighted,1.51,1.056,2.159,0.0239,0.545,TRUE,ns in both,TRUE
CASKIN2,FALSE,17,1,Wald ratio,1.402,1.041,1.888,0.026,0.481,1,Wald ratio,1.402,1.041,1.888,0.026,0.558,TRUE,ns in both,TRUE
RPN2,FALSE,20,1,Wald ratio,0.654,0.45,0.95,0.026,0.481,1,Wald ratio,0.654,0.45,0.95,0.026,0.558,TRUE,ns in both,TRUE
BAZ2B,FALSE,2,4,Inverse variance weighted,0.945,0.9,0.993,0.0262,0.481,4,Inverse variance weighted,0.945,0.9,0.993,0.0262,0.558,TRUE,ns in both,TRUE
IL2RB,FALSE,22,1,Wald ratio,1.399,1.039,1.885,0.027,0.481,1,Wald ratio,1.399,1.039,1.885,0.027,0.558,TRUE,ns in both,TRUE
NECAP1,FALSE,12,2,Inverse variance weighted,1.078,1.009,1.153,0.027,0.481,2,Inverse variance weighted,1.078,1.009,1.153,0.027,0.558,TRUE,ns in both,TRUE
ANXA6,FALSE,5,4,Inverse variance weighted,1.044,1.005,1.085,0.0274,0.481,4,Inverse variance weighted,1.044,1.005,1.085,0.0274,0.558,TRUE,ns in both,TRUE
NMI,FALSE,2,1,Wald ratio,1.07,1.007,1.137,0.028,0.481,1,Wald ratio,1.07,1.007,1.137,0.028,0.558,TRUE,ns in both,TRUE
PSMD3,FALSE,17,1,Wald ratio,0.842,0.723,0.982,0.028,0.481,1,Wald ratio,0.842,0.723,0.982,0.028,0.558,TRUE,ns in both,TRUE
PTPRS,FALSE,19,1,Wald ratio,0.717,0.532,0.965,0.028,0.481,1,Wald ratio,0.717,0.532,0.965,0.028,0.558,TRUE,ns in both,TRUE
BAG4,FALSE,8,1,Wald ratio,1.127,1.012,1.254,0.029,0.493,1,Wald ratio,1.127,1.012,1.254,0.029,0.571,TRUE,ns in both,TRUE
PLAC8L1,FALSE,5,1,Wald ratio,1.739,1.055,2.866,0.03,0.504,1,Wald ratio,1.739,1.055,2.866,0.03,0.582,TRUE,ns in both,TRUE
TSC1,FALSE,9,1,Wald ratio,1.264,1.022,1.563,0.031,0.515,1,Wald ratio,1.264,1.022,1.563,0.031,0.594,TRUE,ns in both,TRUE
ARRDC2,FALSE,19,2,Inverse variance weighted,0.879,0.782,0.989,0.0319,0.523,2,Inverse variance weighted,0.879,0.782,0.989,0.0319,0.602,TRUE,ns in both,TRUE
DSC2,FALSE,18,1,Wald ratio,0.88,0.783,0.99,0.033,0.536,1,Wald ratio,0.88,0.783,0.99,0.033,0.616,TRUE,ns in both,TRUE
CCDC126,FALSE,7,2,Inverse variance weighted,0.93,0.871,0.994,0.0336,0.54,2,Inverse variance weighted,0.93,0.871,0.994,0.0336,0.619,TRUE,ns in both,TRUE
FNDC3A,FALSE,13,3,Inverse variance weighted,1.203,1.014,1.427,0.0341,0.543,3,Inverse variance weighted,1.203,1.014,1.427,0.0341,0.622,TRUE,ns in both,TRUE
CCNT2,FALSE,2,1,Wald ratio,0.531,0.294,0.959,0.036,0.552,1,Wald ratio,0.531,0.294,0.959,0.036,0.626,TRUE,ns in both,TRUE
USP34,FALSE,2,1,Wald ratio,1.183,1.011,1.383,0.036,0.552,1,Wald ratio,1.183,1.011,1.383,0.036,0.626,TRUE,ns in both,TRUE
TMEM65,FALSE,8,2,Inverse variance weighted,0.762,0.59,0.983,0.0361,0.552,2,Inverse variance weighted,0.762,0.59,0.983,0.0361,0.626,TRUE,ns in both,TRUE
ANKMY1,FALSE,2,1,Wald ratio,0.558,0.323,0.965,0.037,0.552,1,Wald ratio,0.558,0.323,0.965,0.037,0.626,TRUE,ns in both,TRUE
ODF2,FALSE,9,1,Wald ratio,1.155,1.009,1.323,0.037,0.552,1,Wald ratio,1.155,1.009,1.323,0.037,0.626,TRUE,ns in both,TRUE
TOB2,FALSE,22,1,Wald ratio,1.272,1.015,1.595,0.037,0.552,1,Wald ratio,1.272,1.015,1.595,0.037,0.626,TRUE,ns in both,TRUE
OAT,FALSE,10,4,Inverse variance weighted,1.111,1.006,1.227,0.0379,0.561,4,Inverse variance weighted,1.111,1.006,1.227,0.0379,0.635,TRUE,ns in both,TRUE
EIF3G,FALSE,19,1,Wald ratio,1.444,1.017,2.05,0.04,0.578,1,Wald ratio,1.444,1.017,2.05,0.04,0.651,TRUE,ns in both,TRUE
SLC25A40,FALSE,7,1,Wald ratio,1.689,1.024,2.784,0.04,0.578,1,Wald ratio,1.689,1.024,2.784,0.04,0.651,TRUE,ns in both,TRUE
ST3GAL1,FALSE,8,2,Inverse variance weighted,0.891,0.799,0.995,0.0403,0.578,2,Inverse variance weighted,0.891,0.799,0.995,0.0403,0.651,TRUE,ns in both,TRUE
WDR1,FALSE,4,1,Wald ratio,0.865,0.753,0.994,0.041,0.583,1,Wald ratio,0.865,0.753,0.994,0.041,0.656,TRUE,ns in both,TRUE
TELO2,FALSE,16,2,Inverse variance weighted,0.853,0.732,0.995,0.0424,0.597,2,Inverse variance weighted,0.853,0.732,0.995,0.0424,0.671,TRUE,ns in both,TRUE
R3HCC1,FALSE,8,2,Inverse variance weighted,0.819,0.676,0.994,0.0431,0.6,2,Inverse variance weighted,0.819,0.676,0.994,0.0431,0.674,TRUE,ns in both,TRUE
JAGN1,FALSE,3,1,Wald ratio,0.888,0.791,0.997,0.044,0.603,1,Wald ratio,0.888,0.791,0.997,0.044,0.676,TRUE,ns in both,TRUE
C1orf162,FALSE,1,3,Inverse variance weighted,1.201,1.005,1.435,0.0441,0.603,3,Inverse variance weighted,1.201,1.005,1.435,0.0441,0.676,TRUE,ns in both,TRUE
DOK2,FALSE,8,2,Inverse variance weighted,0.935,0.875,0.998,0.045,0.61,2,Inverse variance weighted,0.935,0.875,0.998,0.045,0.682,TRUE,ns in both,TRUE
DVL2,FALSE,17,1,Wald ratio,1.262,1.004,1.586,0.046,0.613,1,Wald ratio,1.262,1.004,1.586,0.046,0.683,TRUE,ns in both,TRUE
REPS1,FALSE,6,1,Wald ratio,0.757,0.576,0.995,0.046,0.613,1,Wald ratio,0.757,0.576,0.995,0.046,0.683,TRUE,ns in both,TRUE
TRAPPC6B,FALSE,14,2,Inverse variance weighted,1.19,1.002,1.413,0.0476,0.628,2,Inverse variance weighted,1.19,1.002,1.413,0.0476,0.699,TRUE,ns in both,TRUE
GCA,FALSE,2,1,Wald ratio,0.737,0.545,0.997,0.048,0.628,1,Wald ratio,0.737,0.545,0.997,0.048,0.699,TRUE,ns in both,TRUE
SERPINB6,FALSE,6,3,Inverse variance weighted,1.043,1,1.087,0.0485,0.629,3,Inverse variance weighted,1.043,1,1.087,0.0485,0.699,TRUE,ns in both,TRUE
UBA3,FALSE,3,1,Wald ratio,1.404,1.001,1.969,0.049,0.63,1,Wald ratio,1.404,1.001,1.969,0.049,0.699,TRUE,ns in both,TRUE
ZDHHC14,FALSE,6,2,Inverse variance weighted,0.879,0.772,1,0.0504,0.639,2,Inverse variance weighted,0.879,0.772,1,0.0504,0.707,TRUE,ns in both,TRUE
ARFIP1,FALSE,4,3,Inverse variance weighted,0.955,0.913,1,0.0506,0.639,3,Inverse variance weighted,0.955,0.913,1,0.0506,0.707,TRUE,ns in both,TRUE
DDX51,FALSE,12,1,Wald ratio,0.707,0.499,1.002,0.051,0.639,1,Wald ratio,0.707,0.499,1.002,0.051,0.707,TRUE,ns in both,TRUE
TWF1,FALSE,12,1,Wald ratio,0.703,0.492,1.003,0.052,0.646,1,Wald ratio,0.703,0.492,1.003,0.052,0.714,TRUE,ns in both,TRUE
ABCF2,FALSE,7,1,Wald ratio,0.906,0.82,1.001,0.053,0.647,1,Wald ratio,0.906,0.82,1.001,0.053,0.715,TRUE,ns in both,TRUE
MIER1,FALSE,1,1,Wald ratio,0.937,0.877,1.001,0.053,0.647,1,Wald ratio,0.937,0.877,1.001,0.053,0.715,TRUE,ns in both,TRUE
MAD1L1,FALSE,7,3,Inverse variance weighted,1.091,0.999,1.193,0.0538,0.649,3,Inverse variance weighted,1.091,0.999,1.193,0.0538,0.715,TRUE,ns in both,TRUE
MYO1G,FALSE,7,1,Wald ratio,1.57,0.992,2.486,0.054,0.649,1,Wald ratio,1.57,0.992,2.486,0.054,0.715,TRUE,ns in both,TRUE
MTCH2,FALSE,11,1,Wald ratio,1.277,0.995,1.64,0.055,0.656,1,Wald ratio,1.277,0.995,1.64,0.055,0.721,TRUE,ns in both,TRUE
UBE2Z,FALSE,17,3,Inverse variance weighted,1.079,0.997,1.168,0.0584,0.666,3,Inverse variance weighted,1.079,0.997,1.168,0.0584,0.722,TRUE,ns in both,TRUE
ANKH,FALSE,5,2,Inverse variance weighted,1.12,0.996,1.26,0.0586,0.666,2,Inverse variance weighted,1.12,0.996,1.26,0.0586,0.722,TRUE,ns in both,TRUE
ENGASE,FALSE,17,3,Inverse variance weighted,1.074,0.997,1.157,0.0589,0.666,3,Inverse variance weighted,1.074,0.997,1.157,0.0589,0.722,TRUE,ns in both,TRUE
C11orf54,FALSE,11,3,Inverse variance weighted,0.893,0.793,1.005,0.0594,0.666,3,Inverse variance weighted,0.893,0.793,1.005,0.0594,0.722,TRUE,ns in both,TRUE
DDX46,FALSE,5,2,Inverse variance weighted,0.746,0.551,1.012,0.0595,0.666,2,Inverse variance weighted,0.746,0.551,1.012,0.0595,0.722,TRUE,ns in both,TRUE
MORC2,FALSE,22,1,Wald ratio,0.878,0.767,1.005,0.06,0.666,1,Wald ratio,0.878,0.767,1.005,0.06,0.722,TRUE,ns in both,TRUE
PRPF18,FALSE,10,1,Wald ratio,0.789,0.616,1.01,0.06,0.666,1,Wald ratio,0.789,0.616,1.01,0.06,0.722,TRUE,ns in both,TRUE
IFNGR1,FALSE,6,1,Wald ratio,1.184,0.992,1.412,0.061,0.666,1,Wald ratio,1.184,0.992,1.412,0.061,0.722,TRUE,ns in both,TRUE
REPIN1,FALSE,7,1,Wald ratio,1.102,0.996,1.221,0.061,0.666,1,Wald ratio,1.102,0.996,1.221,0.061,0.722,TRUE,ns in both,TRUE
HMGXB4,FALSE,22,1,Wald ratio,1.187,0.991,1.421,0.062,0.666,1,Wald ratio,1.187,0.991,1.421,0.062,0.722,TRUE,ns in both,TRUE
NUDC,FALSE,1,1,Wald ratio,1.363,0.983,1.889,0.063,0.666,1,Wald ratio,1.363,0.983,1.889,0.063,0.722,TRUE,ns in both,TRUE
ARHGAP32,FALSE,11,3,Inverse variance weighted,0.904,0.812,1.006,0.0632,0.666,3,Inverse variance weighted,0.904,0.812,1.006,0.0632,0.722,TRUE,ns in both,TRUE
IRF3,FALSE,19,2,Inverse variance weighted,0.851,0.717,1.009,0.0633,0.666,2,Inverse variance weighted,0.851,0.717,1.009,0.0633,0.722,TRUE,ns in both,TRUE
B3GNT2,FALSE,2,2,Inverse variance weighted,1.082,0.996,1.177,0.0636,0.666,2,Inverse variance weighted,1.082,0.996,1.177,0.0636,0.722,TRUE,ns in both,TRUE
BAZ1A,FALSE,14,1,Wald ratio,1.3,0.985,1.717,0.064,0.666,1,Wald ratio,1.3,0.985,1.717,0.064,0.722,TRUE,ns in both,TRUE
POLA2,FALSE,11,1,Wald ratio,1.084,0.995,1.181,0.064,0.666,1,Wald ratio,1.084,0.995,1.181,0.064,0.722,TRUE,ns in both,TRUE
TECR,FALSE,19,1,Wald ratio,1.442,0.979,2.123,0.064,0.666,1,Wald ratio,1.442,0.979,2.123,0.064,0.722,TRUE,ns in both,TRUE
WDR77,FALSE,1,1,Wald ratio,1.364,0.982,1.894,0.064,0.666,1,Wald ratio,1.364,0.982,1.894,0.064,0.722,TRUE,ns in both,TRUE
ARL2,FALSE,11,2,Inverse variance weighted,0.816,0.657,1.013,0.0648,0.67,2,Inverse variance weighted,0.816,0.657,1.013,0.0648,0.726,TRUE,ns in both,TRUE
KHSRP,FALSE,19,1,Wald ratio,0.597,0.345,1.035,0.066,0.671,1,Wald ratio,0.597,0.345,1.035,0.066,0.726,TRUE,ns in both,TRUE
ZNF776,FALSE,19,1,Wald ratio,1.223,0.987,1.517,0.066,0.671,1,Wald ratio,1.223,0.987,1.517,0.066,0.726,TRUE,ns in both,TRUE
WFS1,FALSE,4,2,Inverse variance weighted,1.106,0.993,1.232,0.0663,0.671,2,Inverse variance weighted,1.106,0.993,1.232,0.0663,0.726,TRUE,ns in both,TRUE
MAP4K1,FALSE,19,1,Wald ratio,0.782,0.601,1.017,0.067,0.674,1,Wald ratio,0.782,0.601,1.017,0.067,0.728,TRUE,ns in both,TRUE
KRI1,FALSE,19,2,Inverse variance weighted,1.1,0.993,1.218,0.068,0.679,2,Inverse variance weighted,1.1,0.993,1.218,0.068,0.728,TRUE,ns in both,TRUE
TXNDC17,FALSE,17,1,Wald ratio,0.841,0.698,1.014,0.069,0.681,1,Wald ratio,0.841,0.698,1.014,0.069,0.728,TRUE,ns in both,TRUE
AFG3L2,FALSE,18,1,Wald ratio,0.752,0.552,1.024,0.07,0.681,1,Wald ratio,0.752,0.552,1.024,0.07,0.728,TRUE,ns in both,TRUE
EIF3B,FALSE,7,1,Wald ratio,1.123,0.991,1.274,0.07,0.681,1,Wald ratio,1.123,0.991,1.274,0.07,0.728,TRUE,ns in both,TRUE
EZR,FALSE,6,1,Wald ratio,1.129,0.99,1.287,0.071,0.681,1,Wald ratio,1.129,0.99,1.287,0.071,0.728,TRUE,ns in both,TRUE
RNPS1,FALSE,16,1,Wald ratio,1.547,0.963,2.484,0.071,0.681,1,Wald ratio,1.547,0.963,2.484,0.071,0.728,TRUE,ns in both,TRUE
ARG1,FALSE,6,1,Wald ratio,0.946,0.891,1.005,0.072,0.681,1,Wald ratio,0.946,0.891,1.005,0.072,0.728,TRUE,ns in both,TRUE
CSTF1,FALSE,20,1,Wald ratio,0.794,0.618,1.021,0.072,0.681,1,Wald ratio,0.794,0.618,1.021,0.072,0.728,TRUE,ns in both,TRUE
ABHD13,FALSE,13,2,Inverse variance weighted,1.291,0.976,1.707,0.073,0.681,2,Inverse variance weighted,1.291,0.976,1.707,0.073,0.728,TRUE,ns in both,TRUE
KPNA4,FALSE,3,1,Wald ratio,0.82,0.661,1.019,0.073,0.681,1,Wald ratio,0.82,0.661,1.019,0.073,0.728,TRUE,ns in both,TRUE
UROD,FALSE,1,3,Inverse variance weighted,1.073,0.993,1.16,0.0738,0.681,3,Inverse variance weighted,1.073,0.993,1.16,0.0738,0.728,TRUE,ns in both,TRUE
RFX3,FALSE,9,1,Wald ratio,1.342,0.972,1.853,0.074,0.681,1,Wald ratio,1.342,0.972,1.853,0.074,0.728,TRUE,ns in both,TRUE
XPO5,FALSE,6,1,Wald ratio,1.753,0.947,3.244,0.074,0.681,1,Wald ratio,1.753,0.947,3.244,0.074,0.728,TRUE,ns in both,TRUE
ZFYVE26,FALSE,14,2,Inverse variance weighted,0.842,0.697,1.018,0.0753,0.681,2,Inverse variance weighted,0.842,0.697,1.018,0.0753,0.728,TRUE,ns in both,TRUE
BTBD10,FALSE,11,1,Wald ratio,0.696,0.466,1.04,0.077,0.681,1,Wald ratio,0.696,0.466,1.04,0.077,0.728,TRUE,ns in both,TRUE
CD7,FALSE,17,1,Wald ratio,0.656,0.411,1.047,0.077,0.681,1,Wald ratio,0.656,0.411,1.047,0.077,0.728,TRUE,ns in both,TRUE
GTF2B,FALSE,1,1,Wald ratio,1.225,0.978,1.535,0.077,0.681,1,Wald ratio,1.225,0.978,1.535,0.077,0.728,TRUE,ns in both,TRUE
PSMB6,FALSE,17,1,Wald ratio,1.242,0.977,1.58,0.077,0.681,1,Wald ratio,1.242,0.977,1.58,0.077,0.728,TRUE,ns in both,TRUE
SLA2,FALSE,20,1,Wald ratio,1.663,0.946,2.922,0.077,0.681,1,Wald ratio,1.663,0.946,2.922,0.077,0.728,TRUE,ns in both,TRUE
ZEB1,FALSE,10,1,Wald ratio,1.483,0.958,2.295,0.077,0.681,1,Wald ratio,1.483,0.958,2.295,0.077,0.728,TRUE,ns in both,TRUE
C9orf72,FALSE,9,3,Inverse variance weighted,0.843,0.697,1.02,0.0784,0.688,3,Inverse variance weighted,0.843,0.697,1.02,0.0784,0.732,TRUE,ns in both,TRUE
TRIM14,FALSE,9,2,Inverse variance weighted,1.118,0.987,1.266,0.0794,0.688,2,Inverse variance weighted,1.118,0.987,1.266,0.0794,0.732,TRUE,ns in both,TRUE
OSBP,FALSE,11,1,Wald ratio,0.354,0.111,1.132,0.08,0.688,1,Wald ratio,0.354,0.111,1.132,0.08,0.732,TRUE,ns in both,TRUE
GCDH,FALSE,19,3,Inverse variance weighted,0.937,0.871,1.008,0.0803,0.688,3,Inverse variance weighted,0.937,0.871,1.008,0.0803,0.732,TRUE,ns in both,TRUE
FOXRED1,FALSE,11,2,Inverse variance weighted,1.04,0.995,1.086,0.0805,0.688,2,Inverse variance weighted,1.04,0.995,1.086,0.0805,0.732,TRUE,ns in both,TRUE
CD81,FALSE,11,1,Wald ratio,1.096,0.989,1.215,0.081,0.688,1,Wald ratio,1.096,0.989,1.215,0.081,0.732,TRUE,ns in both,TRUE
POLD1,FALSE,19,1,Wald ratio,0.594,0.331,1.066,0.081,0.688,1,Wald ratio,0.594,0.331,1.066,0.081,0.732,TRUE,ns in both,TRUE
FLNB,FALSE,3,2,Inverse variance weighted,1.239,0.973,1.578,0.0818,0.69,2,Inverse variance weighted,1.239,0.973,1.578,0.0818,0.732,TRUE,ns in both,TRUE
