ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0008186,"ATP-dependent activity, acting on RNA",23/2412,69/14323,0.333333333333333,1.9794085129906,3.66974947329593,0.000620399880151546,0.0332224135821153,0.0299424573736299,AQR/DDX11/DDX19A/DDX24/DDX27/DDX31/DDX41/DDX42/DDX46/DDX51/DDX54/DDX55/DDX56/DHX30/DHX33/DHX37/DHX38/DHX40/DHX57/DHX9/EIF4A3/SNRNP200/SUPV3L1,23
CC,GO:0035579,specific granule membrane,24/2418,82/14434,0.292682926829268,1.74714034981541,3.04354269886509,0.0033066889220461,0.0332302078539029,0.0263924130228367,ADAM10/ATP11A/ATP6V1D/ATP8B4/CD36/CD59/CLEC12A/CLEC4D/DEGS1/HMOX2/HVCN1/ITGAL/LAIR1/MLEC/MOSPD2/MS4A3/ORMDL3/RAP1A/SLC15A4/SLCO4C1/TMC6/TMEM30A/TMEM63A/VAMP1,24
CC,GO:0031461,cullin-RING ubiquitin ligase complex,46/2418,186/14434,0.247311827956989,1.47630228483506,2.9328420739609,0.00335304808164382,0.0332302078539029,0.0263924130228367,AMN1/ANAPC11/ANAPC13/ANAPC16/ANAPC2/ANAPC5/ANAPC7/ARIH2/ASB9/BTRC/CCNF/CDC16/CUL1/CUL3/CUL4B/CUL9/DCAF5/DCAF7/DCAF8/DDB1/DDB2/DEPDC5/DET1/FBXL15/FBXL19/FBXL4/FBXL5/FBXO31/FBXO38/FBXW4/FBXW5/FBXW8/FEM1C/IPP/IVNS1ABP/KBTBD7/KCTD10/KLHDC3/KLHL12/KLHL2/KLHL5/LZTR1/PCMTD1/SOCS7/SPOPL/WDR77,46
MF,GO:0017070,U6 snRNA binding,7/2412,11/14323,0.636363636363636,3.77887079752751,4.14888032575791,0.000668037357324476,0.0334232432441254,0.0301234596833879,EIF5A/LSM2/LSM4/PRPF4/PRPF8/SART3/TUT1,7
MF,GO:0004540,RNA nuclease activity,29/2412,95/14323,0.305263157894737,1.81272148031771,3.57641565175328,0.000686565220700988,0.0334232432441254,0.0301234596833879,ANKZF1/CNOT1/CPSF3/DCP2/DCPS/DICER1/DIS3L2/ELAC2/ENDOG/ERI3/EXOSC10/EXOSC5/NOB1/PAN2/PAN3/PARN/POLRMT/RNASE4/RNASEH2A/RNASEL/RPP30/SAMHD1/SLFN12/SLFN13/SMG6/SND1/TOE1/TSNAX/ZC3H12C,29
CC,GO:0071004,U2-type prespliceosome,8/2418,17/14434,0.470588235294118,2.80912762127183,3.34797888307764,0.00356443431162097,0.0339735942301846,0.026982832449782,DDX42/LUC7L/LUC7L2/PRPF40B/SF3A2/SNRNP70/SNRPB/U2AF2,8
CC,GO:0071010,prespliceosome,8/2418,17/14434,0.470588235294118,2.80912762127183,3.34797888307764,0.00356443431162097,0.0339735942301846,0.026982832449782,DDX42/LUC7L/LUC7L2/PRPF40B/SF3A2/SNRNP70/SNRPB/U2AF2,8
CC,GO:0030684,preribosome,25/2418,87/14434,0.28735632183908,1.71534373425363,3.00206678093481,0.00360231052625417,0.0339735942301846,0.026982832449782,BMS1/BYSL/DHX37/EXOSC10/FTSJ3/HEATR1/IMP4/KRI1/NAT10/NOB1/NOC2L/NOC4L/NOL10/NOL6/NOP14/PDCD11/PES1/PWP2/RPS28/RRP1/RRP7A/RRP9/UTP20/UTP23/WDR46,25
CC,GO:0099023,vesicle tethering complex,17/2418,52/14434,0.326923076923077,1.95153337150856,3.0834900262639,0.00363271866015528,0.0339735942301846,0.026982832449782,COG1/COG2/COG4/COG7/EXOC2/EXOC6/EXOC7/EXOC8/HOOK3/NBAS/TGFBRAP1/TRAPPC6A/TRAPPC6B/VPS11/VPS33A/VPS33B/VPS52,17
MF,GO:0003729,mRNA binding,70/2412,289/14323,0.242214532871972,1.43832452501047,3.38743000629224,0.000765689604964504,0.0356545029094341,0.0321344333067483,ANGEL1/AQR/ATXN2L/CALR/CCT5/CELF1/CIRBP/CPEB2/CPEB3/CPEB4/CPSF1/DCP1B/DDX19A/DDX41/DHX33/DHX9/DND1/EDC3/EEFSEC/EIF3D/EIF4A3/ELAVL1/ETF1/FMR1/FUBP1/FUS/GEMIN5/HNRNPA0/HNRNPAB/HNRNPL/HNRNPM/HNRNPU/JRK/KHSRP/LARP1/LUC7L/LUC7L2/MRPL12/MYH10/NCL/NXF1/PABPC1/PARN/PCBP4/PTBP1/QKI/RBM14/RBM15B/RBM4/RBMS1/RC3H1/RNPS1/SECISBP2/SF1/SLBP/SNRNP70/SRBD1/SRRM2/SUPT5H/TACO1/TAF15/TP53/TPR/TUT1/UTP23/XPO5/YTHDF1/YTHDF2/YTHDF3/ZC3H12C,70
CC,GO:0097431,mitotic spindle pole,12/2418,32/14434,0.375,2.23852357320099,3.14625817627736,0.00396141158440511,0.035851860040856,0.0284746066589551,ARHGEF7/CDK5RAP2/GPSM2/HSF1/IK/MAD1L1/MAPKBP1/MAPRE1/NIN/NUMA1/SMC1A/YPEL5,12
CC,GO:0042470,melanosome,29/2418,106/14434,0.273584905660377,1.63313669491393,2.93483794332731,0.00399553861901106,0.035851860040856,0.0284746066589551,AHCY/ANXA2/ANXA2P2/ANXA6/ATP1A1/CALU/CNP/FASN/GANAB/GNA13/HSP90AB1/LAMP1/MYO5A/P4HB/PDIA3/PDIA4/PDIA6/PPIB/RAB2A/RAB5A/SGSM2/SLC1A4/SND1/SYTL1/TMEM33/TPP1/TRPV2/YWHAB/YWHAZ,29
CC,GO:0048770,pigment granule,29/2418,106/14434,0.273584905660377,1.63313669491393,2.93483794332731,0.00399553861901106,0.035851860040856,0.0284746066589551,AHCY/ANXA2/ANXA2P2/ANXA6/ATP1A1/CALU/CNP/FASN/GANAB/GNA13/HSP90AB1/LAMP1/MYO5A/P4HB/PDIA3/PDIA4/PDIA6/PPIB/RAB2A/RAB5A/SGSM2/SLC1A4/SND1/SYTL1/TMEM33/TPP1/TRPV2/YWHAB/YWHAZ,29
CC,GO:1902554,serine/threonine protein kinase complex,33/2418,125/14434,0.264,1.5759205955335,2.90094482368467,0.00413124831307182,0.0360940642089433,0.0286669723663294,AZI2/C9orf72/CAB39/CCNF/CCNG2/CCNT2/CDK10/CDK13/CDK4/CDK5R1/CDK9/CHUK/CSNK2A1/CSNK2A2/CSNK2B/ERC1/ERCC2/ERCC3/GTF2H3/IKBKB/IKBKE/MMS19/PRKAR1A/PRKAR1B/RB1/RB1CC1/TANK/TBC1D5/TBK1/TGFBR1/TRAF3/XRCC6/ZBTB7A,33
CC,GO:1990204,oxidoreductase complex,33/2418,125/14434,0.264,1.5759205955335,2.90094482368467,0.00413124831307182,0.0360940642089433,0.0286669723663294,ACACB/AMT/BCS1L/COX6B1/COX8A/CYB5B/CYC1/DLST/HADHA/IDH3A/IDH3B/IDH3G/KAT2A/NDUFA10/NDUFA11/NDUFA3/NDUFA9/NDUFB10/NDUFB3/NDUFB9/NDUFS7/NDUFV1/NOXA1/NOXO1/P4HB/PDHA1/PDHB/PDK2/RRM2B/SDHA/SDHC/SDHD/UQCRC1,33
MF,GO:0003713,transcription coactivator activity,64/2412,260/14323,0.246153846153846,1.46171705574691,3.3809595690631,0.00081016397757948,0.0361535674994843,0.0325842266421221,ABL1/AIP/APBB1/ARID1B/ASXL1/ATN1/BCL9/BCL9L/BRD7/CCDC124/CIITA/CITED2/CRTC3/CTBP1/DAXX/DHX9/DOT1L/DTX1/EDF1/FIZ1/FUS/HCFC1/HMGA1/HMGB2/JUP/KAT2A/KDM1A/MAGED1/MED1/MED24/MED26/MED27/MED30/MMS19/MTA2/MTDH/NCOA3/PPARGC1B/PPRC1/PQBP1/QKI/RAP2C/RBM14/RUVBL1/SETD4/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SSBP3/TAF6/THRAP3/TRIM14/TRIM24/TRIM28/TRIM62/TRIP4/UBE2L3/UTF1/WDR77/WWOX/YAF2/ZMIZ2,64
BP,GO:0008654,phospholipid biosynthetic process,56/2342,216/13904,0.259259259259259,1.5391719644495,3.59430894304471,0.000441967648095657,0.0362918577321977,0.0340082474482027,ABHD3/ACSL3/DGKA/DGKD/DGKQ/DHDDS/DOLK/DOLPP1/FAR1/FDPS/FLVCR1/IDH1/IDI1/ISYNA1/ITPKB/LPCAT1/LPCAT2/LPCAT4/LPGAT1/MBOAT1/MTM1/MTMR6/MVD/ORMDL3/OSBP/PCYT2/PEMT/PGAP3/PI4KA/PIGB/PIGC/PIGL/PIGO/PIGU/PIGX/PIK3CA/PIK3R4/PIP4K2B/PIP5K1B/PITPNM2/PLA2G4A/PMVK/PTDSS1/PTDSS2/PTEN/SAMD8/SERAC1/SERINC1/SERINC5/SGMS1/SGMS2/SPHK2/SPTLC1/SYNJ1/TMEM150A/VAC14,56
MF,GO:0016922,nuclear receptor binding,37/2412,132/14323,0.28030303030303,1.66450261319664,3.45138599787246,0.000853249106902051,0.0365531917396838,0.0329443970959655,ASAH1/ASXL1/CALR/CNOT1/CRY2/DAXX/DDX54/FKBP4/FOXH1/FOXP1/GTF2B/HIF1A/HMGA1/JUP/KDM1A/KDM3A/MED1/MED24/MED30/MMS19/NCOA3/NCOR1/NR4A1/NR4A2/PARP1/PPARGC1B/RARG/SMARCA4/TAF7/TCF7L2/THRAP3/TOB2/TRIM24/TRIM68/TRIP4/YWHAH/ZBTB7A,37
CC,GO:0070822,Sin3-type complex,9/2418,21/14434,0.428571428571429,2.55831265508685,3.20563112258763,0.00436744415381997,0.037333168208502,0.0296511053780271,ARID4A/ARID4B/CSNK2A1/HDAC1/ING1/ING2/SAP30/SIN3A/SUDS3,9
CC,GO:1905368,peptidase complex,31/2418,116/14434,0.267241379310345,1.59526967285588,2.88754038506527,0.00438552277148066,0.037333168208502,0.0296511053780271,ADRM1/AFG3L2/CAPNS1/CASP2/CRADD/GPAA1/HSPB1/KAT2A/PAAF1/PIGU/PMPCA/PSMA5/PSMB2/PSMB5/PSMB6/PSMB7/PSMC3/PSMC4/PSMC5/PSMD1/PSMD11/PSMD2/PSMD3/PSMD7/PSMD8/SF3B3/SPG7/TAF6/TRRAP/UBE3C/UBQLN4,31
BP,GO:0006304,DNA modification,12/2342,26/13904,0.461538461538462,2.74006437627275,3.99686769666986,0.000475880819108543,0.0380018582945876,0.0356106488102781,APOBEC3C/APOBEC3D/APOBEC3F/CYP1B1/EXOSC5/MPG/MUTYH/NEIL2/NTHL1/OGG1/PARP1/PARP3,12
BP,GO:0000387,spliceosomal snRNP assembly,14/2342,33/13904,0.424242424242424,2.51864503273555,3.93088720638593,0.000476014926445773,0.0380018582945876,0.0356106488102781,GEMIN4/GEMIN5/LSM2/LSM4/PRMT7/PRPF19/PRPF3/PRPF31/PRPF6/PRPF8/SART3/SNRPB/TGS1/WDR77,14
BP,GO:0010569,regulation of double-strand break repair via homologous recombination,23/2342,68/13904,0.338235294117647,2.00803737378812,3.7502225261728,0.000491965888869892,0.0387372593044403,0.0362997758233199,ABL1/ACTR2/CSNK2A1/DMAP1/EP400/FUS/ING3/KDM1A/NBN/PARP1/PELI1/PPP4R2/PRMT1/RNF126/RUVBL1/RUVBL2/SENP3/SMCHD1/TIMELESS/TRRAP/UBQLN4/VPS72/WRAP53,23
BP,GO:1901293,nucleoside phosphate biosynthetic process,62/2342,246/13904,0.252032520325203,1.49626821631154,3.5344487207761,0.000508500976699613,0.0394981569468835,0.0370127951318908,ACACA/ACACB/ACLY/ACOT7/ACSF3/ACSL3/ACSL4/ACSL5/ACSS1/ADA/ADCY3/AK2/APRT/ATIC/CAD/DCAKD/DCTD/DNAJC30/DTYMK/ELOVL5/ENO1/FASN/FLAD1/FPGT/GCDH/GMPPA/GNE/GPI/IMPDH2/KYNU/LIPA/MLYCD/MPI/MTHFD1/NDUFA10/NDUFA11/NDUFA3/NDUFA9/NDUFB10/NDUFB3/NDUFB9/NDUFS7/NDUFV1/PAPSS2/PARP1/PDHA1/PDHB/PDK2/PDK4/PFAS/PPARA/PRPSAP1/RRM2B/SDHA/SDHC/SDHD/SLC25A13/SLC35C1/SPHK2/STOML2/TECR/TPK1,62
MF,GO:0003724,RNA helicase activity,22/2412,67/14323,0.328358208955224,1.94986510234895,3.50684736974247,0.00101391647447735,0.0402186868209349,0.0362480080739076,AQR/DDX19A/DDX24/DDX27/DDX31/DDX41/DDX42/DDX46/DDX51/DDX54/DDX55/DDX56/DHX30/DHX33/DHX37/DHX38/DHX40/DHX57/DHX9/EIF4A3/SNRNP200/SUPV3L1,22
MF,GO:0008135,"translation factor activity, RNA binding",22/2412,67/14323,0.328358208955224,1.94986510234895,3.50684736974247,0.00101391647447735,0.0402186868209349,0.0362480080739076,ABCF1/CPEB2/CPEB3/CPEB4/EEF2/EEFSEC/EIF1AD/EIF2B1/EIF2B2/EIF2B4/EIF2B5/EIF3B/EIF3D/EIF3G/EIF3I/EIF4E3/EIF4H/EIF5A/EIF5B/EIF6/ETF1/TUFM,22
BP,GO:0006997,nucleus organization,37/2342,129/13904,0.286821705426357,1.70280486432454,3.60923395382048,0.000532244390735287,0.0407912101059524,0.0382244848756837,AGFG1/AHCTF1/ARMC2/BANF1/CCDC146/CHMP1B/CHMP2B/CHMP5/DDX11/DMPK/EMD/HMGB2/KDM3A/LMNB2/NUMA1/NUP93/PAFAH1B1/PITPNB/POLR1B/PYGO2/REEP3/RRP8/RTN4/SF1/SPAST/SUN2/SUV39H1/SYCP3/TMEM201/TOR1AIP1/TPR/UBE2I/USP36/VPS4A/VPS4B/WRAP53/ZMPSTE24,37
CC,GO:0005874,microtubule,85/2418,389/14434,0.218508997429306,1.30436677787204,2.72984299662061,0.00487729711708598,0.0409939909587987,0.0325586389828125,APC/ARHGAP4/ARL3/BICD1/CALM1/CASP1/CCDC57/CCT5/CCT7/CDK2AP2/CDK5RAP2/CDK5RAP3/CHMP1B/CHMP2B/CHMP5/CKAP5/CLIP1/CLIP2/CNP/CUL3/DCXR/DNAH1/DNM1/DPP9/DPYSL2/DVL1/DYNC1H1/DYNLL2/DYNLRB1/DYNLT1/EFHC2/EMD/EML2/EML3/FAM161B/FKBP4/HAUS5/HAUS7/HDAC6/HNRNPU/HOOK3/INO80/INVS/IQGAP2/KIF13B/KIF27/KIF3B/KIFC2/KIFC3/KLC2/LZTS2/MAP4/MAPRE1/MAPRE2/NEK7/NICN1/NIN/NUDC/NUMA1/ODF2/PAFAH1B1/PCNT/PDE4DIP/POLB/RASSF1/RASSF3/RCC2/REEP3/RUSC1/SARM1/SNPH/SPAST/SYNJ1/TBCB/TBCC/TBCD/TMEM214/TPPP/TTLL1/TTLL5/TUBB/TUBB3/TUBGCP6/WDR47/ZNF207,85
CC,GO:0034708,methyltransferase complex,25/2418,89/14434,0.280898876404494,1.67679668404569,2.87295910103472,0.00498690851483985,0.0413913406731707,0.0328742258675627,CXXC1/HCFC1/HSD17B10/KDM6A/LAS1L/MAX/MEN1/PELP1/PHF1/PHF19/PRMT1/PRPF31/RBM15B/RUVBL1/RUVBL2/SENP3/SETD1A/SNRPB/TAF6/TAF7/TEX10/WDR5/WDR77/WDR82/ZNF335,25
BP,GO:0007249,canonical NF-kappaB signal transduction,70/2342,286/13904,0.244755244755245,1.45306444196282,3.48431615463826,0.000564637152390983,0.0417938267048859,0.0391640133408236,ABL1/ANGPT1/ANKRD17/APOL3/AZI2/BTRC/CAPN3/CARD11/CARD16/CARD8/CASP1/CASP10/CCDC22/CD36/CD4/CD74/CHUK/CLEC4D/CLEC7A/CUL1/CXXC5/DEFB124/ERC1/FLNA/GSTP1/HDAC1/HLA-DRB1/HSPB1/IKBKB/IKBKE/IRAK1/IRAK3/IRF3/JMJD8/LGALS1/LIMS1/LPAR1/LTA/MAP2K5/MAPKBP1/MIER1/MTDH/NOD1/NUP62/OTUD7B/PARP1/PELI1/PPM1B/PPP5C/RHOC/RIPK2/ROCK1/S100A12/SPHK2/TAB2/TAB3/TANK/TBK1/TLR4/TRADD/TRAF2/TRAF3/TRAF3IP2/TRIM62/TRIM68/USP20/VEGFA/ZC3HAV1/ZDHHC17/ZFAND6,70
BP,GO:0072522,purine-containing compound biosynthetic process,52/2342,199/13904,0.261306532663317,1.55132622978256,3.52555015481589,0.000569345527980267,0.0417938267048859,0.0391640133408236,ACACA/ACACB/ACLY/ACOT7/ACSF3/ACSL3/ACSL4/ACSL5/ACSS1/ADA/ADCY3/AK2/APRT/ATIC/DCAKD/DNAJC30/ELOVL5/ENO1/FASN/GCDH/IMPDH2/KYNU/LIPA/MLYCD/MTHFD1/NDUFA10/NDUFA11/NDUFA3/NDUFA9/NDUFB10/NDUFB3/NDUFB9/NDUFS7/NDUFV1/PAPSS2/PARP1/PDHA1/PDHB/PDK2/PDK4/PFAS/PGM2/PPARA/PRPSAP1/SDHA/SDHC/SDHD/SLC25A13/SPHK2/STOML2/TECR/TPK1,52
BP,GO:0072594,establishment of protein localization to organelle,92/2342,396/13904,0.232323232323232,1.37925799411709,3.44602191452263,0.000572558979562577,0.0417938267048859,0.0391640133408236,AIFM1/AIP/ANGPT1/AP3D1/ARIH2/BAG4/BCAP31/BCS1L/CBLB/CD36/CRY2/CSNK2A2/DMAP1/E2F3/EDEM1/ELAVL1/FAM53B/FLNA/IL10RA/ING1/IPO13/IPO4/IPO9/JAK2/JUP/KPNA4/KPNA6/LAMP1/LAMP2/LRRK2/M6PR/MAN1A1/MBTPS1/MED1/MKLN1/MON1A/MTCH1/MTCH2/NAGPA/NFATC3/NUP188/NUP50/NUP62/NUP85/NUP93/OXA1L/PEX14/PIK3R4/PITRM1/PMPCA/POLA2/POM121/POM121C/PTGS2/PTPN23/RAB3GAP1/RUVBL2/SAE1/SAMM50/SCRIB/SEC13/SNX16/SPG11/SREBF2/SRP68/STAM2/STK3/TIMM22/TIMM44/TIMM50/TNPO2/TOMM34/TOMM40/TP53/TPR/TRAF3IP2/TRAM2/TRIM28/TSPAN10/TSPAN17/UBE2D3/UBE2L3/UBL4A/USP36/USP7/VPS11/VPS13D/VPS37A/VPS4A/WRAP53/ZFAND6/ZFYVE16,92
BP,GO:0034243,regulation of transcription elongation by RNA polymerase II,25/2342,77/13904,0.324675324675325,1.92753446382823,3.67318380450424,0.000575876108178199,0.0417938267048859,0.0391640133408236,BTBD18/CCNT2/CDK13/CDK9/EAPP/HNRNPU/INTS1/INTS12/INTS4/INTS5/INTS6/INTS9/MED1/MED19/MED24/MED26/MED27/MED29/MED30/MED31/MED9/PARP1/PWWP2A/PWWP2B/SUPT5H,25
BP,GO:0043487,regulation of RNA stability,43/2342,157/13904,0.273885350318471,1.62600423177969,3.55021253570318,0.000583383265623069,0.0417938267048859,0.0391640133408236,ALKBH5/CELF1/CIRBP/CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/DND1/ELAVL1/FASTK/FMR1/FTO/FUS/HNRNPA0/HNRNPU/IKBKE/KHSRP/LARP1/PABPC1/PAN2/PAN3/PARN/PCBP4/POLR2G/QKI/RC3H1/RNASEL/ROCK1/SECISBP2/TAF15/THRAP3/TNRC6A/TNRC6B/TRAF2/TRAF3IP2/VIP/YTHDF1/YTHDF2/YTHDF3,43
BP,GO:0072521,purine-containing compound metabolic process,107/2342,473/13904,0.226215644820296,1.3429984310766,3.41585756861408,0.000598392188044005,0.0417938267048859,0.0391640133408236,ABHD14B/ACACA/ACACB/ACLY/ACOT7/ACSF2/ACSF3/ACSL3/ACSL4/ACSL5/ACSS1/ADA/ADCY3/AK2/APP/APRT/ARL2/ATIC/CACNB4/CARD11/CLPX/DCAKD/DCXR/DERA/DLST/DNAJC30/EIF6/ELOVL5/ENO1/ENO3/FAR1/FASN/FDXR/FMO5/FOXK1/GCDH/GPD2/GPI/HIF1A/HMGCR/ICMT/IDH1/IDH2/IMPDH2/ITPA/JMJD8/KDM1A/KYNU/LIPA/LRRK2/MCCC2/MDH2/MFN1/MLST8/MLYCD/MTHFD1/MTOR/MVD/MYH3/NCOR1/NDUFA10/NDUFA11/NDUFA3/NDUFA9/NDUFB10/NDUFB3/NDUFB9/NDUFS7/NDUFV1/NT5C/PAPSS2/PARP1/PCK2/PDE4A/PDE4B/PDHA1/PDHB/PDK2/PDK4/PFAS/PFKM/PFKP/PGM2/PMVK/PPARA/PPP2CA/PRPSAP1/RHOQ/RPTOR/SAMHD1/SARM1/SDHA/SDHC/SDHD/SHPK/SLC25A13/SLC2A6/SPHK2/STOML2/SULT1B1/TECR/TP53/TPI1/TPK1/UCP2/ZBTB20/ZBTB7A,107
BP,GO:0051225,spindle assembly,33/2342,112/13904,0.294642857142857,1.74923752592412,3.58299442500505,0.000618653184405215,0.0417938267048859,0.0391640133408236,AAAS/CCDC61/CEP97/CHMP1B/CHMP2B/CHMP5/DDB1/DYNC1H1/EML3/FLNA/GPSM2/GTF2B/HAUS5/HAUS7/HNRNPU/INO80/KIF3B/KIFC2/LZTS2/MAPRE1/MAPRE2/NCOR1/NEK7/NUMA1/PTEN/SAC3D1/SENP6/SMC1A/TPR/TUBB/TUBGCP6/VPS4B/ZNF207,33
BP,GO:0006913,nucleocytoplasmic transport,71/2342,292/13904,0.243150684931507,1.44353848133547,3.44741037950584,0.000630730853893682,0.0417938267048859,0.0391640133408236,AAAS/AGFG1/AHCTF1/ALKBH5/ANGPT1/ANKRD54/CALR/CBLB/CCHCR1/CD36/CDAN1/CRY2/DDX19A/DHX9/DMAP1/E2F3/EIF4A3/EIF6/ELAVL1/EMD/FAM53B/FLNA/FMR1/HHEX/ING1/IPO13/IPO4/IPO9/JAK2/JUP/KPNA4/KPNA6/LRRK2/LSG1/LZTS2/MBTPS1/MCM3AP/MED1/NFATC3/NOL6/NUP188/NUP210/NUP50/NUP62/NUP85/NUP93/NXF1/POLA2/POM121/POM121C/PPP1R12A/PTGS2/RANBP3/RANGAP1/RBM15B/RBM4/SEC13/SMG6/SPG11/STK3/THOC6/TNPO2/TP53/TPR/TRAF3IP2/TRIM28/TSC1/TXN/UBE2I/UPF2/XPO5,71
BP,GO:0051169,nuclear transport,71/2342,292/13904,0.243150684931507,1.44353848133547,3.44741037950584,0.000630730853893682,0.0417938267048859,0.0391640133408236,AAAS/AGFG1/AHCTF1/ALKBH5/ANGPT1/ANKRD54/CALR/CBLB/CCHCR1/CD36/CDAN1/CRY2/DDX19A/DHX9/DMAP1/E2F3/EIF4A3/EIF6/ELAVL1/EMD/FAM53B/FLNA/FMR1/HHEX/ING1/IPO13/IPO4/IPO9/JAK2/JUP/KPNA4/KPNA6/LRRK2/LSG1/LZTS2/MBTPS1/MCM3AP/MED1/NFATC3/NOL6/NUP188/NUP210/NUP50/NUP62/NUP85/NUP93/NXF1/POLA2/POM121/POM121C/PPP1R12A/PTGS2/RANBP3/RANGAP1/RBM15B/RBM4/SEC13/SMG6/SPG11/STK3/THOC6/TNPO2/TP53/TPR/TRAF3IP2/TRIM28/TSC1/TXN/UBE2I/UPF2/XPO5,71
BP,GO:0050779,RNA destabilization,27/2342,86/13904,0.313953488372093,1.86388100013902,3.61669410331737,0.000641254914292771,0.0417938267048859,0.0391640133408236,ALKBH5/CELF1/CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/DND1/ELAVL1/FTO/HNRNPU/KHSRP/PABPC1/PAN2/PAN3/PARN/POLR2G/RC3H1/ROCK1/TNRC6A/TNRC6B/YTHDF1/YTHDF2/YTHDF3,27
BP,GO:0070507,regulation of microtubule cytoskeleton organization,40/2342,144/13904,0.277777777777778,1.64911281905304,3.5238988930973,0.00065794506688642,0.0417938267048859,0.0391640133408236,ABL1/APC/ARHGEF7/ARL2/BICD1/CCDC88C/CDK2AP2/CDK5R1/CDK5RAP2/CEP97/CHMP1B/CHMP2B/CHMP5/CIB1/CKAP5/CLIP1/DYNC1H1/EML2/EML3/FKBP4/GPSM2/HAUS5/HAUS7/HDAC6/HNRNPU/MAPRE1/MAPRE2/NUMA1/NUP62/PAFAH1B1/PARP3/PDE4DIP/ROCK1/SENP6/SPAST/TBCD/TPPP/TPR/VPS4B/WDR47,40
BP,GO:0007004,telomere maintenance via telomerase,19/2342,53/13904,0.358490566037736,2.12828899666468,3.70381210908872,0.000659347560236389,0.0417938267048859,0.0391640133408236,CCT5/CCT7/DCP2/EXOSC10/GAR1/GNL3L/HMBOX1/HNRNPU/HSP90AB1/NAT10/NEK7/PARN/PARP3/RAD50/RPA1/SMG6/TERF2/TP53/WRAP53,19
BP,GO:0032786,"positive regulation of DNA-templated transcription, elongation",19/2342,53/13904,0.358490566037736,2.12828899666468,3.70381210908872,0.000659347560236389,0.0417938267048859,0.0391640133408236,BTBD18/CCNT2/CDK13/CDK9/EAPP/MED1/MED19/MED24/MED26/MED27/MED29/MED30/MED31/MED9/PARP1/PWWP2A/PWWP2B/SUPT16H/SUPT5H,19
BP,GO:0000244,spliceosomal tri-snRNP complex assembly,7/2342,11/13904,0.636363636363636,3.77796754910333,4.14817163192669,0.000668933899939023,0.0417938267048859,0.0391640133408236,LSM2/PRPF19/PRPF3/PRPF31/PRPF6/PRPF8/SART3,7
BP,GO:0002098,tRNA wobble uridine modification,7/2342,11/13904,0.636363636363636,3.77796754910333,4.14817163192669,0.000668933899939023,0.0417938267048859,0.0391640133408236,CTU2/DPH3/ELP3/ELP4/GTPBP3/TRMU/URM1,7
BP,GO:0006686,sphingomyelin biosynthetic process,7/2342,11/13904,0.636363636363636,3.77796754910333,4.14817163192669,0.000668933899939023,0.0417938267048859,0.0391640133408236,ORMDL3/OSBP/PEMT/SAMD8/SGMS1/SGMS2/SPTLC1,7
BP,GO:1901836,regulation of transcription of nucleolar large rRNA by RNA polymerase I,7/2342,11/13904,0.636363636363636,3.77796754910333,4.14817163192669,0.000668933899939023,0.0417938267048859,0.0391640133408236,DDX11/MTOR/NCL/PIH1D1/PWP1/SMARCA4/SMARCB1,7
BP,GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",14/2342,34/13904,0.411764705882353,2.4445672376551,3.79551063962792,0.000684893358933528,0.0421379740999494,0.0394865057813136,DCP1B/DCP2/EIF4A3/ETF1/EXOSC10/HNRNPAB/NBAS/PABPC1/PARN/RC3H1/RNPS1/SECISBP2/SMG6/UPF2,14
BP,GO:0097193,intrinsic apoptotic signaling pathway,69/2342,283/13904,0.243816254416961,1.44748983834903,3.42297023977087,0.000689103960576764,0.0421379740999494,0.0394865057813136,ABL1/AIFM1/APP/BAG5/BCAP31/BCL2A1/CARD8/CASP2/CD44/CD74/CREB3/CUL1/CUL3/CYP1B1/DAXX/EIF5A/ENO1/ERCC2/FCGR2B/FNIP2/FYN/HDAC1/HIF1A/HIPK1/HRAS/HSPB1/HYOU1/IKBKE/IL19/ING2/IVNS1ABP/JAK2/KDM1A/LRRK2/MYBBP1A/NBN/NFE2L2/NOC2L/NONO/P4HB/PARP1/PDK2/PMAIP1/POLB/PPP1R13B/PTGS2/PTPN1/QRICH1/RAD9A/RRM2B/RRP8/S100A8/SFPQ/SGMS1/SIAH1/SKIL/STK24/STK25/TAF6/TMEM109/TMEM161A/TOPORS/TP53/TRAF2/TRAP1/TXNDC12/VDAC2/WFS1/WWOX,69
BP,GO:1903312,negative regulation of mRNA metabolic process,25/2342,78/13904,0.320512820512821,1.90282248352274,3.59859204300616,0.000713950432792132,0.0431977588177808,0.040479605147893,BAG4/CIRBP/DHX9/DND1/ELAVL1/FUS/HNRNPA0/HNRNPAB/HNRNPU/IKBKE/LARP1/NBAS/PABPC1/PCBP4/PTBP1/QKI/RNPS1/SAP18/SECISBP2/TAF15/THRAP3/TRAF2/TRAF3IP2/U2AF2/VIP,25
