gene,module,GS_RA,kME_own,is_disease_module
RPL19,green,-0.4,0.775,FALSE
RPL22,turquoise,-0.028,0.559,FALSE
RPL22L1,turquoise,0.468,0.871,FALSE
RPL23A,green,-0.307,0.714,FALSE
RPL24,turquoise,0.262,0.749,FALSE
RPL26L1,turquoise,0.507,0.769,FALSE
RPL27,turquoise,0.356,0.827,FALSE
RPL27A,turquoise,0.077,0.294,FALSE
RPL29,green,-0.178,0.782,FALSE
RPL3,green,-0.056,0.664,FALSE
RPL30,turquoise,0.234,0.736,FALSE
RPL31,turquoise,0.42,0.854,FALSE
RPL32,green,-0.13,0.543,FALSE
RPL34,turquoise,0.42,0.857,FALSE
RPL35,turquoise,0.193,0.77,FALSE
RPL35A,turquoise,0.151,0.624,FALSE
RPL36,green,-0.205,0.801,FALSE
RPL36A,turquoise,0.328,0.75,FALSE
RPL36AL,green,-0.008,0.429,FALSE
RPL37,turquoise,0.051,0.558,FALSE
RPL37A,green,-0.151,0.727,FALSE
RPL38,green,-0.294,0.734,FALSE
RPL39,turquoise,0.446,0.806,FALSE
RPL39L,turquoise,0.161,0.573,FALSE
RPL3L,grey,-0.022,0.051,FALSE
RPL41,turquoise,0.362,0.738,FALSE
RPL6,turquoise,0.176,0.77,FALSE
RPL7,turquoise,0.371,0.85,FALSE
RPL7L1,green,-0.134,0.715,FALSE
RPL8,green,-0.201,0.747,FALSE
RPL9,turquoise,0.438,0.806,FALSE
RPLP0,turquoise,0.02,0.597,FALSE
RPLP1,green,-0.151,0.694,FALSE
RPLP2,brown,-0.257,0.433,TRUE
RPN1,blue,-0.211,0.68,FALSE
RPN2,brown,-0.474,0.796,TRUE
RPP14,blue,-0.296,0.406,FALSE
RPP25,grey,-0.143,-0.13,FALSE
RPP30,brown,-0.151,0.436,TRUE
RPP38,grey,0.097,-0.23,FALSE
RPP40,turquoise,-0.037,0.403,FALSE
RPRD1A,turquoise,0.396,0.611,FALSE
RPRD1B,blue,-0.053,0.336,FALSE
RPRD2,brown,-0.259,0.415,TRUE
RPRM,grey,0.133,-0.054,FALSE
RPRML,grey,-0.051,-0.017,FALSE
RPS10,turquoise,0.254,0.765,FALSE
RPS11,grey,-0.07,0.189,FALSE
RPS14,turquoise,0.011,0.496,FALSE
RPS15,green,-0.235,0.773,FALSE
RPS15A,turquoise,0.438,0.805,FALSE
RPS16,turquoise,-0.09,0.547,FALSE
RPS17,turquoise,0.379,0.851,FALSE
RPS18,turquoise,0.215,0.772,FALSE
RPS19,green,-0.214,0.84,FALSE
RPS19BP1,grey,0.221,-0.251,FALSE
RPS23,turquoise,-0.125,0.504,FALSE
RPS24,turquoise,0.38,0.849,FALSE
RPS25,turquoise,0,0.571,FALSE
RPS27,turquoise,0.352,0.741,FALSE
RPS27A,turquoise,0.117,0.739,FALSE
RPS27L,turquoise,0.466,0.855,FALSE
RPS28,brown,-0.317,0.594,TRUE
RPS29,turquoise,0.333,0.753,FALSE
RPS3,green,-0.079,0.732,FALSE
RPS4X,green,-0.13,0.636,FALSE
RPS4Y1,grey,-0.116,-0.087,FALSE
RPS5,green,-0.072,0.678,FALSE
RPS6,turquoise,0.097,0.628,FALSE
RPS6KA1,blue,-0.205,0.9,FALSE
RPS6KA2,blue,-0.186,0.337,FALSE
RPS6KA3,yellow,0.373,0.798,TRUE
RPS6KA4,blue,-0.344,0.645,FALSE
RPS6KA5,blue,-0.019,0.425,FALSE
RPS6KA6,grey,0.049,0.391,FALSE
RPS6KB1,turquoise,0.416,0.909,FALSE
RPS6KB2,blue,-0.143,0.294,FALSE
RPS6KC1,turquoise,0.286,0.451,FALSE
RPS6KL1,grey,-0.125,-0.043,FALSE
RPS7,turquoise,0.427,0.846,FALSE
RPS8,turquoise,-0.104,0.496,FALSE
RPS9,turquoise,0.129,0.466,FALSE
RPTN,grey,0.027,0.164,FALSE
RPTOR,brown,-0.427,0.636,TRUE
RPUSD1,blue,-0.319,0.439,FALSE
RPUSD2,green,-0.219,0.668,FALSE
RPUSD3,brown,-0.322,0.523,TRUE
RPUSD4,green,-0.162,0.574,FALSE
RRAD,grey,-0.183,-0.398,FALSE
RRAGA,grey,-0.067,-0.147,FALSE
RRAGB,turquoise,0.396,0.769,FALSE
RRAGC,blue,-0.217,0.817,FALSE
RRAGD,red,0.184,0.799,FALSE
RRAS,blue,0.001,0.362,FALSE
RRAS2,turquoise,0.175,0.817,FALSE
RRBP1,blue,-0.385,0.544,FALSE
RREB1,grey,-0.272,-0.128,FALSE
RRH,grey,-0.215,0.12,FALSE
RRM1,green,-0.095,0.496,FALSE
RRM2,grey,0.235,0.052,FALSE
RRM2B,yellow,0.508,0.939,TRUE
RRN3,turquoise,-0.013,0.451,FALSE
RRN3P1,grey,-0.153,-0.022,FALSE
RRP1,brown,-0.144,0.402,TRUE
RRP12,blue,-0.196,0.567,FALSE
RRP15,turquoise,0.187,0.786,FALSE
RRP1B,green,-0.424,0.831,FALSE
RRP7A,brown,-0.217,0.387,TRUE
RRP8,brown,-0.414,0.653,TRUE
RRP9,brown,-0.27,0.526,TRUE
RRS1,green,-0.361,0.538,FALSE
RS1,grey,0.027,0.109,FALSE
RSAD1,green,-0.463,0.747,FALSE
RSAD2,pink,0.183,0.877,FALSE
RSBN1,turquoise,0.133,0.54,FALSE
RSBN1L,yellow,0.271,0.437,TRUE
RSF1,grey,-0.13,0.1,FALSE
RSL1D1,green,-0.081,0.604,FALSE
RSL24D1,turquoise,0.479,0.871,FALSE
RSPH1,grey,0.017,-0.203,FALSE
RSPH3,blue,-0.039,0.509,FALSE
RSPH4A,grey,-0.072,-0.012,FALSE
RSPH6A,grey,-0.046,0.178,FALSE
RSPH9,pink,0.1,0.643,FALSE
RSPO1,grey,0.145,-0.031,FALSE
RSPO2,grey,-0.038,-0.018,FALSE
RSPO3,grey,0.031,0.329,FALSE
RSPO4,grey,-0.055,0.049,FALSE
RSPRY1,blue,-0.359,0.661,FALSE
RSRC1,turquoise,0.101,0.386,FALSE
RSRC2,turquoise,0.297,0.809,FALSE
RSU1,black,-0.271,0.671,FALSE
RTBDN,grey,0.009,0.12,FALSE
RTEL1,blue,-0.154,0.345,FALSE
RTF1,grey,-0.018,0.053,FALSE
RTKN,grey,-0.039,-0.254,FALSE
RTKN2,turquoise,0.205,0.639,FALSE
RTN1,blue,-0.257,0.362,FALSE
RTN2,blue,-0.053,0.627,FALSE
RTN3,red,0.06,0.791,FALSE
RTN4,yellow,0.23,0.459,TRUE
RTN4IP1,grey,-0.18,-0.377,FALSE
RTN4R,brown,-0.188,0.375,TRUE
RTN4RL1,grey,-0.044,0.078,FALSE
RTN4RL2,grey,-0.007,-0.313,FALSE
RTP1,grey,-0.006,0.11,FALSE
RTP3,grey,0.021,0.078,FALSE
RTP4,pink,0.219,0.824,FALSE
RTTN,green,-0.137,0.607,FALSE
RUFY1,blue,-0.386,0.582,FALSE
RUFY2,brown,-0.214,0.438,TRUE
RUFY3,brown,-0.402,0.589,TRUE
RUNDC1,blue,-0.042,0.544,FALSE
RUNDC3A,black,-0.198,0.83,FALSE
RUNDC3B,turquoise,0.273,0.397,FALSE
RUNX1T1,grey,-0.019,0.026,FALSE
RUNX2,yellow,0.056,0.433,TRUE
RUNX3,greenyellow,-0.457,0.831,FALSE
RUSC1,brown,-0.196,0.45,TRUE
RUSC2,grey,-0.055,-0.11,FALSE
RUVBL1,brown,-0.486,0.695,TRUE
RUVBL2,brown,-0.456,0.753,TRUE
RWDD1,turquoise,0.403,0.862,FALSE
RWDD2A,turquoise,0.253,0.696,FALSE
RWDD2B,green,-0.102,0.335,FALSE
RWDD3,turquoise,0.482,0.897,FALSE
RXFP1,grey,0.041,0.238,FALSE
RXFP2,grey,0.093,0.216,FALSE
RXFP3,grey,-0.16,-0.2,FALSE
RXRA,blue,-0.227,0.875,FALSE
RXRB,blue,-0.362,0.766,FALSE
RXRG,grey,-0.212,-0.28,FALSE
RYBP,yellow,0.239,0.731,TRUE
RYK,turquoise,0.33,0.896,FALSE
RYR1,brown,-0.182,0.343,TRUE
RYR2,grey,-0.022,0.121,FALSE
RYR3,turquoise,0.046,0.295,FALSE
S100A1,blue,-0.187,0.383,FALSE
S100A10,brown,-0.186,0.453,TRUE
S100A11,blue,-0.101,0.8,FALSE
S100A12,yellow,0.422,0.581,TRUE
S100A13,grey,-0.139,-0.052,FALSE
S100A14,grey,-0.009,0.042,FALSE
S100A16,grey,0.008,0.196,FALSE
S100A2,grey,-0.006,-0.034,FALSE
S100A3,grey,-0.157,-0.175,FALSE
S100A4,blue,-0.161,0.54,FALSE
S100A5,grey,-0.036,-0.061,FALSE
S100A6,blue,0.125,0.432,FALSE
S100A7,grey,0.006,0.004,FALSE
S100A7A,grey,-0.069,0.289,FALSE
S100A8,yellow,0.564,0.792,TRUE
S100A9,red,0.328,0.691,FALSE
S100B,grey,-0.121,-0.123,FALSE
S100G,grey,-0.074,0.03,FALSE
S100P,grey,0.183,0.106,FALSE
S100PBP,turquoise,0.061,0.56,FALSE
S100Z,blue,0.082,0.322,FALSE
S1PR1,green,-0.177,0.767,FALSE
S1PR2,brown,-0.336,0.546,TRUE
S1PR3,red,0.177,0.36,FALSE
S1PR4,blue,0.041,0.581,FALSE
S1PR5,greenyellow,-0.173,0.907,FALSE
SAA3P,grey,-0.117,-0.019,FALSE
SAAL1,turquoise,0.166,0.516,FALSE
SAC3D1,brown,-0.242,0.478,TRUE
SACM1L,turquoise,0.382,0.904,FALSE
SACS,turquoise,0.308,0.934,FALSE
SAE1,brown,-0.431,0.716,TRUE
SAFB,blue,-0.343,0.628,FALSE
SAFB2,blue,-0.342,0.557,FALSE
SAG,grey,-0.084,0.148,FALSE
SAGE1,grey,0.027,0.117,FALSE
SALL1,grey,-0.028,0.526,FALSE
SALL2,grey,-0.273,0.012,FALSE
SALL3,grey,-0.148,0.27,FALSE
SALL4,blue,-0.219,0.308,FALSE
SAMD1,brown,-0.277,0.488,TRUE
SAMD10,brown,-0.269,0.399,TRUE
SAMD11,brown,-0.401,0.641,TRUE
SAMD12,grey,-0.015,-0.017,FALSE
SAMD13,turquoise,0.221,0.401,FALSE
SAMD14,grey,-0.079,0.03,FALSE
SAMD3,green,-0.205,0.486,FALSE
SAMD4A,turquoise,0.278,0.36,FALSE
SAMD4B,blue,-0.375,0.838,FALSE
SAMD5,grey,0.101,0.126,FALSE
SAMD8,yellow,0.366,0.721,TRUE
SAMD9,turquoise,0.478,0.679,FALSE
SAMD9L,pink,0.274,0.855,FALSE
SAMHD1,brown,-0.283,0.468,TRUE
SAMM50,brown,-0.508,0.818,TRUE
SAMSN1,yellow,0.574,0.835,TRUE
SAP130,blue,-0.349,0.757,FALSE
SAP18,brown,-0.208,0.41,TRUE
SAP30,yellow,0.456,0.564,TRUE
SAP30BP,blue,-0.277,0.697,FALSE
SAP30L,blue,-0.174,0.522,FALSE
SAR1A,turquoise,-0.026,0.347,FALSE
SAR1B,turquoise,0.283,0.781,FALSE
SARDH,grey,0.13,-0.124,FALSE
SARM1,brown,-0.318,0.593,TRUE
SARNP,grey,0.079,-0.307,FALSE
SARS,brown,-0.513,0.886,TRUE
SARS2,brown,-0.229,0.384,TRUE
SART1,blue,-0.405,0.833,FALSE
SART3,brown,-0.347,0.568,TRUE
SASH1,grey,0.043,0.091,FALSE
SASH3,brown,-0.445,0.765,TRUE
SASS6,turquoise,0.311,0.836,FALSE
SAT1,yellow,0.445,0.683,TRUE
SAT2,brown,-0.294,0.511,TRUE
SATB1,turquoise,-0.06,0.513,FALSE
SATB2,turquoise,0.25,0.42,FALSE
SAV1,purple,-0.187,0.393,FALSE
SBF1,blue,-0.409,0.568,FALSE
SBF2,yellow,0.298,0.684,TRUE
SBK1,brown,-0.344,0.586,TRUE
SBNO1,blue,-0.414,0.714,FALSE
SBNO2,red,0.099,0.766,FALSE
SBSN,grey,-0.041,-0.068,FALSE
SCAF1,blue,-0.236,0.423,FALSE
SCAI,turquoise,0.277,0.917,FALSE
SCAMP1,turquoise,0.409,0.813,FALSE
SCAMP2,blue,-0.315,0.735,FALSE
SCAMP3,brown,-0.473,0.895,TRUE
SCAMP4,blue,-0.303,0.665,FALSE
SCAMP5,blue,0.038,0.311,FALSE
SCAMPER,grey,0.117,0.18,FALSE
SCAND1,brown,-0.032,0.361,TRUE
SCAP,blue,-0.298,0.812,FALSE
SCAPER,grey,0.004,0.026,FALSE
SCARA3,grey,-0.118,-0.163,FALSE
SCARA5,grey,-0.114,0.215,FALSE
SCARB1,brown,-0.414,0.414,TRUE
SCARB2,pink,0.089,0.56,FALSE
SCARF1,blue,-0.007,0.38,FALSE
SCARF2,grey,-0.144,-0.26,FALSE
SCCPDH,yellow,0.396,0.502,TRUE
SCD,grey,-0.204,-0.045,FALSE
SCD5,grey,-0.034,0.141,FALSE
SCEL,grey,0.185,0.325,FALSE
SCFD1,turquoise,0.128,0.467,FALSE
SCFD2,brown,-0.36,0.576,TRUE
SCG2,grey,0.138,0.274,FALSE
SCG3,grey,0.053,0.044,FALSE
SCG5,grey,0.104,0.054,FALSE
SCGB1A1,grey,-0.046,0.075,FALSE
SCGB1D1,grey,-0.019,-0.055,FALSE
SCGB1D2,grey,0.149,0.248,FALSE
SCGB2A1,grey,0.149,0.283,FALSE
SCGB2A2,grey,0.059,0.44,FALSE
SCGB3A1,grey,0.058,-0.049,FALSE
SCGB3A2,grey,0.076,0.044,FALSE
SCGN,blue,-0.206,0.372,FALSE
SCIN,grey,0.093,0.218,FALSE
SCLY,grey,-0.229,-0.074,FALSE
SCMH1,brown,-0.349,0.524,TRUE
SCML1,turquoise,0.32,0.731,FALSE
SCML2,grey,0.06,-0.15,FALSE
SCML4,green,-0.175,0.45,FALSE
SCN10A,grey,0.151,0.13,FALSE
SCN11A,grey,-0.086,0.338,FALSE
SCN1A,grey,0.026,0.385,FALSE
SCN1B,magenta,-0.167,0.736,FALSE
SCN2A,grey,-0.086,0.211,FALSE
SCN2B,grey,-0.014,0.042,FALSE
SCN3A,turquoise,0.116,0.58,FALSE
SCN3B,grey,0.016,0.073,FALSE
SCN4A,grey,-0.092,0.002,FALSE
SCN4B,grey,0.085,0.081,FALSE
SCN5A,grey,0.053,-0.018,FALSE
SCN7A,grey,-0.08,-0.079,FALSE
SCN8A,turquoise,0.152,0.361,FALSE
SCN9A,yellow,0.22,0.35,TRUE
SCNN1A,grey,-0.119,0.118,FALSE
SCNN1B,blue,-0.156,0.31,FALSE
SCNN1D,blue,-0.108,0.347,FALSE
SCNN1G,grey,0.074,0.104,FALSE
SCO1,grey,0.256,0.01,FALSE
SCO2,pink,0.131,0.821,FALSE
SCOC,turquoise,0.502,0.908,FALSE
SCP2,grey,0.07,-0.338,FALSE
SCPEP1,blue,0.043,0.4,FALSE
SCRG1,blue,0.105,0.338,FALSE
SCRIB,brown,-0.482,0.744,TRUE
SCRN1,brown,-0.527,0.689,TRUE
SCRN2,brown,-0.225,0.348,TRUE
SCRN3,yellow,0.477,0.815,TRUE
SCRT1,grey,-0.116,-0.029,FALSE
SCT,grey,-0.144,-0.119,FALSE
SCTR,grey,0.048,0.215,FALSE
SCUBE1,grey,0.024,0.183,FALSE
SCUBE2,grey,0.04,0.062,FALSE
SCUBE3,blue,-0.236,0.32,FALSE
SCYL1,blue,-0.358,0.825,FALSE
SCYL2,yellow,0.358,0.783,TRUE
SCYL3,yellow,0.128,0.398,TRUE
SDAD1,green,-0.306,0.661,FALSE
SDC1,grey,0.014,-0.111,FALSE
SDC2,red,0.216,0.38,FALSE
SDC3,pink,-0.018,0.464,FALSE
SDC4,magenta,-0.163,0.603,FALSE
SDCBP,red,0.193,0.789,FALSE
SDCCAG3,green,-0.301,0.532,FALSE
SDCCAG8,turquoise,0.008,0.362,FALSE
SDF2,red,0.335,0.645,FALSE
SDF2L1,grey,-0.173,-0.066,FALSE
SDF4,blue,-0.297,0.646,FALSE
SDHA,brown,-0.426,0.767,TRUE
SDHAF1,grey,-0.068,-0.077,FALSE
SDHAF2,blue,-0.116,0.592,FALSE
SDHB,blue,0.065,0.344,FALSE
SDHC,brown,-0.291,0.552,TRUE
SDHD,yellow,0.227,0.509,TRUE
SDK1,grey,0.007,0.003,FALSE
SDK2,blue,-0.191,0.459,FALSE
SDPR,magenta,0.053,0.68,FALSE
SDR16C5,grey,-0.012,-0.143,FALSE
SDR39U1,brown,-0.37,0.618,TRUE
SDR42E1,turquoise,0,0.401,FALSE
SDR9C7,grey,0.058,0.01,FALSE
SDS,grey,-0.021,0.05,FALSE
SDSL,grey,-0.139,-0.062,FALSE
SEC11A,turquoise,0.382,0.779,FALSE
SEC11C,turquoise,0.25,0.746,FALSE
SEC13,brown,-0.403,0.695,TRUE
SEC14L1,blue,-0.292,0.783,FALSE
SEC14L2,grey,0.1,-0.198,FALSE
SEC14L3,grey,-0.06,-0.004,FALSE
SEC14L4,blue,-0.187,0.249,FALSE
SEC14L5,magenta,-0.23,0.797,FALSE
SEC16A,blue,-0.453,0.768,FALSE
SEC16B,grey,0.154,0.11,FALSE
SEC22A,turquoise,0.255,0.644,FALSE
SEC22B,red,0.235,0.469,FALSE
SEC22C,turquoise,0.083,0.399,FALSE
SEC23A,turquoise,0.388,0.825,FALSE
SEC23B,blue,-0.409,0.623,FALSE
SEC23IP,turquoise,0.201,0.611,FALSE
SEC24A,turquoise,0.418,0.889,FALSE
SEC24B,yellow,0.215,0.653,TRUE
SEC24C,blue,-0.464,0.717,FALSE
SEC24D,red,0.09,0.517,FALSE
SEC31A,brown,-0.521,0.873,TRUE
SEC31B,brown,-0.455,0.692,TRUE
SEC61A1,blue,-0.305,0.511,FALSE
SEC61A2,blue,0.028,0.373,FALSE
SEC61B,grey,-0.08,-0.282,FALSE
SEC61G,turquoise,0.027,0.303,FALSE
SEC62,grey,0.049,0.131,FALSE
SEC63,turquoise,0.027,0.451,FALSE
SECISBP2,brown,-0.123,0.349,TRUE
SECISBP2L,turquoise,0.264,0.428,FALSE
SECTM1,blue,-0.034,0.698,FALSE
SEH1L,green,-0.325,0.7,FALSE
SEL1L,yellow,0.369,0.88,TRUE
SEL1L2,grey,0.085,0.136,FALSE
SEL1L3,purple,-0.195,0.797,FALSE
SELE,grey,-0.058,-0.185,FALSE
SELENBP1,black,-0.185,0.916,FALSE
SELK,turquoise,0.26,0.452,FALSE
SELL,blue,-0.028,0.653,FALSE
SELM,green,-0.057,0.551,FALSE
SELO,blue,-0.205,0.561,FALSE
SELP,magenta,-0.109,0.863,FALSE
SELPLG,blue,-0.223,0.882,FALSE
SELT,turquoise,0.506,0.738,FALSE
SEMA3A,grey,0.169,0.201,FALSE
SEMA3B,grey,-0.059,-0.022,FALSE
SEMA3C,yellow,0.511,0.775,TRUE
SEMA3D,grey,-0.002,0.164,FALSE
SEMA3E,grey,-0.038,0.404,FALSE
SEMA3F,blue,-0.172,0.489,FALSE
SEMA3G,grey,0.179,0.098,FALSE
SEMA4A,blue,-0.137,0.855,FALSE
SEMA4B,blue,-0.123,0.818,FALSE
SEMA4C,brown,-0.299,0.511,TRUE
SEMA4D,blue,-0.342,0.697,FALSE
SEMA4F,green,-0.259,0.494,FALSE
SEMA4G,grey,-0.178,-0.016,FALSE
SEMA5A,grey,-0.092,0.071,FALSE
SEMA5B,grey,0.083,0.118,FALSE
SEMA6A,brown,-0.241,0.528,TRUE
SEMA6B,blue,-0.119,0.392,FALSE
SEMA6C,grey,-0.203,-0.205,FALSE
SEMA6D,grey,0.021,0.117,FALSE
SEMA7A,grey,-0.192,-0.119,FALSE
SEMG1,red,0.137,0.307,FALSE
SEMG2,grey,-0.026,-0.157,FALSE
SENP1,turquoise,0.305,0.462,FALSE
SENP2,red,0.318,0.671,FALSE
SENP3,brown,-0.203,0.497,TRUE
SENP5,grey,-0.077,-0.276,FALSE
SENP6,yellow,0.465,0.844,TRUE
SENP7,turquoise,0.481,0.834,FALSE
SENP8,turquoise,0.169,0.478,FALSE
SEPHS1,turquoise,0.126,0.799,FALSE
SEPHS2,red,0.181,0.511,FALSE
SEPN1,blue,-0.347,0.647,FALSE
SEPP1,turquoise,0.148,0.415,FALSE
SEPSECS,turquoise,0.412,0.88,FALSE
SEPW1,green,-0.107,0.592,FALSE
SERAC1,yellow,0.288,0.421,TRUE
SERBP1,turquoise,-0.037,0.614,FALSE
SERGEF,green,-0.223,0.567,FALSE
SERHL2,grey,-0.062,-0.053,FALSE
SERINC1,yellow,0.495,0.874,TRUE
SERINC2,blue,0.039,0.424,FALSE
SERINC3,blue,-0.002,0.423,FALSE
SERINC5,brown,-0.266,0.43,TRUE
SERP1,turquoise,0.165,0.406,FALSE
SERP2,grey,0.032,-0.036,FALSE
SERPINA1,blue,-0.186,0.776,FALSE
SERPINA10,grey,-0.124,0.049,FALSE
SERPINA12,grey,0.157,0.139,FALSE
SERPINA3,grey,0.126,0.069,FALSE
SERPINA4,grey,-0.07,0.102,FALSE
SERPINA5,grey,0.202,-0.076,FALSE
SERPINA6,grey,0.093,0.046,FALSE
SERPINA7,grey,0.035,-0.125,FALSE
SERPINA9,grey,-0.066,0.231,FALSE
SERPINB1,red,0.248,0.68,FALSE
SERPINB10,grey,0.204,0.211,FALSE
SERPINB11,grey,0.065,0.02,FALSE
SERPINB12,grey,-0.013,-0.07,FALSE
SERPINB13,grey,-0.085,0.095,FALSE
SERPINB2,yellow,0.391,0.601,TRUE
SERPINB3,grey,-0.125,0.267,FALSE
SERPINB4,grey,0.118,0.082,FALSE
SERPINB5,grey,0.047,0.22,FALSE
SERPINB6,brown,-0.169,0.538,TRUE
SERPINB7,grey,0.166,0.144,FALSE
SERPINB8,red,0.24,0.385,FALSE
SERPINB9,grey,-0.034,-0.11,FALSE
SERPINC1,grey,-0.017,0.044,FALSE
SERPIND1,grey,-0.028,0.161,FALSE
SERPINE1,grey,-0.187,0.172,FALSE
SERPINE2,grey,-0.21,0.064,FALSE
SERPINF1,grey,-0.14,-0.127,FALSE
SERPINF2,grey,-0.154,-0.128,FALSE
SERPING1,pink,0.027,0.911,FALSE
SERPINH1,grey,-0.228,-0.155,FALSE
SERPINI1,turquoise,0.283,0.813,FALSE
SERPINI2,yellow,0.295,0.382,TRUE
SERTAD1,blue,-0.176,0.687,FALSE
SERTAD2,blue,-0.334,0.465,FALSE
SERTAD3,blue,-0.016,0.615,FALSE
SERTAD4,grey,0.125,0.282,FALSE
SESN1,turquoise,0.112,0.719,FALSE
SESN2,blue,-0.174,0.745,FALSE
SESN3,black,0.089,0.811,FALSE
SESTD1,pink,0.131,0.478,FALSE
SET,green,-0.321,0.724,FALSE
SETBP1,turquoise,-0.081,0.307,FALSE
SETD1A,brown,-0.405,0.643,TRUE
SETD1B,blue,-0.432,0.786,FALSE
SETD2,grey,-0.152,0.158,FALSE
SETD3,grey,0.03,0.037,FALSE
SETD4,brown,-0.433,0.727,TRUE
SETD5,blue,-0.377,0.581,FALSE
SETD6,green,-0.184,0.565,FALSE
SETD7,yellow,0.018,0.334,TRUE
SETDB1,blue,-0.383,0.752,FALSE
SETDB2,turquoise,0.254,0.847,FALSE
SETMAR,turquoise,0.224,0.391,FALSE
SETX,blue,-0.177,0.445,FALSE
SEZ6,grey,-0.093,-0.115,FALSE
SEZ6L,grey,-0.117,-0.031,FALSE
SEZ6L2,grey,-0.013,0.098,FALSE
SF1,brown,-0.521,0.877,TRUE
SF3A1,blue,-0.471,0.768,FALSE
SF3A2,brown,-0.376,0.743,TRUE
SF3A3,brown,-0.471,0.704,TRUE
SF3B1,turquoise,0.283,0.842,FALSE
SF3B2,blue,-0.491,0.767,FALSE
SF3B3,brown,-0.567,0.894,TRUE
SF3B4,blue,-0.461,0.775,FALSE
SF3B5,turquoise,0.065,0.4,FALSE
SFI1,brown,-0.367,0.556,TRUE
SFMBT1,brown,-0.273,0.603,TRUE
SFMBT2,grey,-0.056,-0.347,FALSE
SFN,blue,-0.145,0.503,FALSE
SFPQ,brown,-0.419,0.584,TRUE
SFRP1,grey,0.087,0.13,FALSE
SFRP2,black,-0.13,0.69,FALSE
SFRP4,grey,-0.093,0.056,FALSE
SFRP5,grey,-0.196,-0.148,FALSE
SFT2D1,yellow,0.508,0.697,TRUE
SFT2D2,turquoise,0.156,0.331,FALSE
SFT2D3,turquoise,0.152,0.464,FALSE
SFTA2,grey,-0.08,0.027,FALSE
SFTA3,grey,0.077,0.1,FALSE
SFTPB,blue,-0.111,0.401,FALSE
SFTPC,grey,-0.011,0.326,FALSE
SFTPD,grey,-0.06,-0.251,FALSE
SFXN1,green,-0.079,0.684,FALSE
SFXN2,brown,-0.302,0.514,TRUE
SFXN3,brown,-0.338,0.652,TRUE
SFXN4,grey,0.003,-0.158,FALSE
SFXN5,blue,0.014,0.682,FALSE
SGCA,grey,-0.035,-0.226,FALSE
SGCB,turquoise,0.07,0.513,FALSE
SGCD,grey,-0.155,0.025,FALSE
SGCE,turquoise,0.073,0.31,FALSE
SGCG,grey,-0.114,-0.06,FALSE
SGCZ,grey,0.039,0.282,FALSE
SGIP1,grey,-0.175,0.034,FALSE
SGK1,red,0.024,0.422,FALSE
SGK2,grey,0.044,-0.018,FALSE
SGK223,brown,-0.439,0.642,TRUE
SGK494,grey,0.043,0.098,FALSE
SGMS1,yellow,0.393,0.889,TRUE
SGMS2,yellow,0.435,0.716,TRUE
SGPL1,blue,-0.242,0.676,FALSE
SGPP1,turquoise,0.336,0.883,FALSE
SGPP2,grey,0.08,0.07,FALSE
SGSH,brown,-0.386,0.575,TRUE
SGSM1,greenyellow,-0.072,0.566,FALSE
SGSM2,brown,-0.441,0.663,TRUE
SGSM3,brown,-0.434,0.689,TRUE
SGTA,blue,-0.23,0.692,FALSE
SGTB,turquoise,0.355,0.859,FALSE
SH2B1,brown,-0.383,0.611,TRUE
SH2B2,blue,-0.001,0.523,FALSE
SH2B3,blue,-0.279,0.605,FALSE
SH2D1A,turquoise,0.214,0.875,FALSE
SH2D1B,grey,0.174,-0.067,FALSE
SH2D2A,greenyellow,-0.245,0.717,FALSE
SH2D3A,green,-0.212,0.538,FALSE
SH2D3C,blue,-0.275,0.854,FALSE
SH2D4A,grey,-0.063,-0.015,FALSE
SH2D4B,grey,0.067,0.224,FALSE
SH2D5,grey,-0.072,0.138,FALSE
SH2D6,grey,-0.14,-0.253,FALSE
SH3BGR,turquoise,0.111,0.423,FALSE
SH3BGRL,turquoise,0.132,0.471,FALSE
SH3BGRL2,magenta,-0.081,0.925,FALSE
SH3BGRL3,brown,-0.345,0.714,TRUE
SH3BP1,blue,-0.375,0.624,FALSE
SH3BP2,grey,0.16,0.383,FALSE
SH3BP4,grey,-0.116,-0.067,FALSE
SH3BP5,grey,0.029,-0.311,FALSE
SH3BP5L,blue,-0.002,0.823,FALSE
SH3D19,turquoise,0.106,0.296,FALSE
SH3GL1,blue,-0.236,0.74,FALSE
SH3GL2,grey,0.044,0.139,FALSE
SH3GL3,grey,0.002,0.521,FALSE
SH3GLB1,red,0.314,0.712,FALSE
SH3GLB2,blue,-0.156,0.321,FALSE
SH3KBP1,blue,-0.416,0.805,FALSE
SH3PXD2A,brown,-0.353,0.487,TRUE
SH3PXD2B,blue,0.047,0.243,FALSE
SH3RF1,grey,0.095,0.062,FALSE
SH3RF2,grey,0.012,0.223,FALSE
SH3RF3,blue,-0.059,0.562,FALSE
SH3TC1,blue,-0.216,0.397,FALSE
SH3TC2,magenta,-0.168,0.637,FALSE
SH3YL1,turquoise,0.074,0.652,FALSE
SHANK1,grey,0.017,-0.102,FALSE
SHANK2,grey,-0.001,0.389,FALSE
SHANK3,grey,-0.052,-0.031,FALSE
SHARPIN,black,-0.281,0.85,FALSE
SHB,grey,-0.028,0.038,FALSE
SHBG,grey,0.001,-0.17,FALSE
SHC1,brown,-0.476,0.801,TRUE
