sex,module,cor_ME_RA,direction,consistent,gene,logFC,DEG_FDR,kME
Male,yellow,0.556,up in RA,TRUE,MORC3,0.536322644084466,4.4973463844524e-06,0.845
Male,yellow,0.556,up in RA,TRUE,MOSPD2,0.385017214548524,0.000722316487524932,0.781
Male,yellow,0.556,up in RA,TRUE,MPP7,0.692073972280282,4.37133072900924e-05,0.777
Male,yellow,0.556,up in RA,TRUE,MRPS36,0.249528928291801,0.0013841735414286,0.558
Male,yellow,0.556,up in RA,TRUE,MS4A3,1.43529149624027,0.00135504146956022,0.54
Male,yellow,0.556,up in RA,TRUE,MS4A6A,0.319218417924132,0.00389445793734368,0.606
Male,yellow,0.556,up in RA,TRUE,MSL3,0.288054993344342,0.0019898307311744,0.627
Male,yellow,0.556,up in RA,TRUE,MTM1,0.46743530804883,0.000406613400937833,0.69
Male,yellow,0.556,up in RA,TRUE,MTMR10,0.281848554747138,0.00400560043776262,0.806
Male,yellow,0.556,up in RA,TRUE,MTMR6,0.680123215665161,9.47482856917776e-07,0.936
Male,yellow,0.556,up in RA,TRUE,MYH10,0.30344337486213,0.0259726518234148,0.363
Male,yellow,0.556,up in RA,TRUE,MYL12B,0.276948303379286,0.000432646929314843,0.647
Male,yellow,0.556,up in RA,TRUE,MYO5A,0.602327866987351,2.46157639107041e-06,0.84
Male,yellow,0.556,up in RA,TRUE,NAB1,0.821455096479062,7.46785446557236e-08,0.886
Male,yellow,0.556,up in RA,TRUE,NAT1,1.3675192008252,5.13396939489344e-08,0.849
Male,yellow,0.556,up in RA,TRUE,NBN,0.208901208464523,0.0050644658638124,0.56
Male,yellow,0.556,up in RA,TRUE,NDUFB3,0.76482779756028,7.08044642225829e-06,0.787
Male,yellow,0.556,up in RA,TRUE,NECAB1,0.588718167364817,0.000732467985652033,0.508
Male,yellow,0.556,up in RA,TRUE,NECAP1,0.296385611403746,0.00244725010672547,0.726
Male,yellow,0.556,up in RA,TRUE,NEK7,0.716874824340041,2.52986303113015e-07,0.912
Male,yellow,0.556,up in RA,TRUE,NFE2L2,0.176391087853702,0.0201336667033749,0.68
Male,yellow,0.556,up in RA,TRUE,NFKBIZ,0.362374703734024,5.0878431674392e-06,0.773
Male,yellow,0.556,up in RA,TRUE,NFXL1,0.620756563219903,0.0388485637015809,0.523
Male,yellow,0.556,up in RA,TRUE,NFYA,0.247519732751793,0.040522630773654,0.658
Male,yellow,0.556,up in RA,TRUE,NHS,0.610311611959689,0.00417188895844195,0.722
Male,yellow,0.556,up in RA,TRUE,NIN,0.439406573168702,5.13315818334398e-06,0.886
Male,yellow,0.556,up in RA,TRUE,NKAP,0.260866304136217,0.000261609875375237,0.636
Male,yellow,0.556,up in RA,TRUE,NKAPL,0.358703297474887,0.00240885813260966,0.404
Male,yellow,0.556,up in RA,TRUE,NMI,0.399020694073292,0.000274558725648496,0.712
Male,yellow,0.556,up in RA,TRUE,NPTN,0.242110201662843,0.00101332584211475,0.769
Male,yellow,0.556,up in RA,TRUE,NR4A2,0.492213383080283,0.000686577727629305,0.474
Male,yellow,0.556,up in RA,TRUE,NSMAF,0.206454675556133,0.0150117230208651,0.683
Male,yellow,0.556,up in RA,TRUE,NSUN3,0.441511065356228,0.00146989751473958,0.513
Male,yellow,0.556,up in RA,TRUE,NUFIP2,0.21207782085092,0.00740285122556528,0.445
Male,yellow,0.556,up in RA,TRUE,NUP50,0.206916205345671,0.00876546900540383,0.746
Male,yellow,0.556,up in RA,TRUE,OAT,0.193288614994409,0.0179885424977711,0.663
Male,yellow,0.556,up in RA,TRUE,OGFRL1,0.383048058959318,0.0038632068049853,0.732
Male,yellow,0.556,up in RA,TRUE,OSBPL11,0.435977362915445,7.90406642988082e-05,0.907
Male,yellow,0.556,up in RA,TRUE,OSGIN2,0.55184725837898,5.22760780685027e-05,0.721
Male,yellow,0.556,up in RA,TRUE,OSTM1,0.619751718795385,2.39540585924182e-06,0.846
Male,yellow,0.556,up in RA,TRUE,OTUD1,0.345656465432054,0.000208128804648603,0.745
Male,yellow,0.556,up in RA,TRUE,P2RY14,0.548895011398313,0.023859857283964,0.359
Male,yellow,0.556,up in RA,TRUE,PAN3,0.2547702230997,0.000127812108558508,0.783
Male,yellow,0.556,up in RA,TRUE,PAPOLA,0.219187416201613,0.000179160344785447,0.706
Male,yellow,0.556,up in RA,TRUE,PAPOLG,0.474570180247785,7.64154025743768e-05,0.835
Male,yellow,0.556,up in RA,TRUE,PARP8,0.217032721324537,0.0174714098283393,0.713
Male,yellow,0.556,up in RA,TRUE,PCGF3,0.278924279980559,0.00879442571841721,0.51
Male,yellow,0.556,up in RA,TRUE,PCMTD1,0.878060287647986,1.47650993028877e-06,0.874
Male,yellow,0.556,up in RA,TRUE,PDE4B,0.30915805569811,0.00236527058468119,0.633
Male,yellow,0.556,up in RA,TRUE,PDGFC,0.443546391729187,0.0292776563423472,0.578
Male,yellow,0.556,up in RA,TRUE,PELI1,0.398416747989327,0.000306022895709615,0.825
Male,yellow,0.556,up in RA,TRUE,PGGT1B,0.600466769137805,0.000261609875375237,0.856
Male,yellow,0.556,up in RA,TRUE,PGM2,0.513356786035989,1.52791367986133e-05,0.829
Male,yellow,0.556,up in RA,TRUE,PHTF1,0.365983531131806,0.00218219226396813,0.626
Male,yellow,0.556,up in RA,TRUE,PIGB,0.264054076596396,0.0210989340367194,0.625
Male,yellow,0.556,up in RA,TRUE,PIGX,0.428783171730026,0.00150609154051155,0.62
Male,yellow,0.556,up in RA,TRUE,PIK3AP1,0.199155053291072,0.00802926649059736,0.563
Male,yellow,0.556,up in RA,TRUE,PIK3CA,0.333367701352421,0.000444191319358096,0.626
Male,yellow,0.556,up in RA,TRUE,PJA2,0.517502880113811,6.04796403658513e-08,0.901
Male,yellow,0.556,up in RA,TRUE,PKN2,0.688669433004241,3.65132923426309e-07,0.828
Male,yellow,0.556,up in RA,TRUE,PLA2G4A,0.588246618828407,0.00114782589150638,0.687
Male,yellow,0.556,up in RA,TRUE,PMAIP1,1.11527497482755,5.57917448259349e-07,0.813
Male,yellow,0.556,up in RA,TRUE,PNPLA8,0.965871003254421,6.04796403658513e-08,0.883
Male,yellow,0.556,up in RA,TRUE,POC1B,0.512838669041972,0.000249191764316455,0.749
Male,yellow,0.556,up in RA,TRUE,POLB,0.281104171586384,0.00188480477963911,0.547
Male,yellow,0.556,up in RA,TRUE,PPM1B,0.534697250009953,3.42378356284876e-06,0.85
Male,yellow,0.556,up in RA,TRUE,PPM1D,0.335394682508483,0.000495626301492875,0.774
Male,yellow,0.556,up in RA,TRUE,PPP1CB,0.497209244789608,1.63362284906581e-06,0.8
Male,yellow,0.556,up in RA,TRUE,PPP1R12A,0.759718846117693,6.04796403658513e-08,0.916
Male,yellow,0.556,up in RA,TRUE,PPP1R15B,0.298117718482745,0.00074038471454805,0.758
Male,yellow,0.556,up in RA,TRUE,PPP2CA,0.125152325868944,0.0172014083692662,0.553
Male,yellow,0.556,up in RA,TRUE,PPP2R3A,0.257312697652468,0.0211971305075109,0.329
Male,yellow,0.556,up in RA,TRUE,PPP2R3C,0.274240332595925,0.0104076917726599,0.651
Male,yellow,0.556,up in RA,TRUE,PPP4R2,0.860578373117073,3.20702739168219e-07,0.911
Male,yellow,0.556,up in RA,TRUE,PRDM10,0.438706678040866,1.62335398370452e-05,0.818
Male,yellow,0.556,up in RA,TRUE,PRKAR1A,0.251576215088265,0.000985057434913,0.802
Male,yellow,0.556,up in RA,TRUE,PRPF18,0.37651484228443,0.000414137162505883,0.617
Male,yellow,0.556,up in RA,TRUE,PTEN,0.24006941332513,0.000944212201658964,0.737
Male,yellow,0.556,up in RA,TRUE,PTGS2,1.02056668893323,7.55660607883231e-06,0.883
Male,yellow,0.556,up in RA,TRUE,PTP4A1,0.317848127283737,0.000738673456591797,0.591
Male,yellow,0.556,up in RA,TRUE,PTPN12,0.361206747503055,0.00195192899209062,0.754
Male,yellow,0.556,up in RA,TRUE,PTX3,0.397696784923363,0.00517536385781768,0.336
Male,yellow,0.556,up in RA,TRUE,QKI,0.238536974562891,0.000534297814839293,0.647
Male,yellow,0.556,up in RA,TRUE,RAB18,0.837551613487156,4.36934408814993e-08,0.877
Male,yellow,0.556,up in RA,TRUE,RAB21,0.363210555341907,0.000601245640652963,0.805
Male,yellow,0.556,up in RA,TRUE,RAB2A,0.500052150571126,1.59807614394394e-06,0.712
Male,yellow,0.556,up in RA,TRUE,RAB33B,0.995700899985977,1.68745793023821e-07,0.92
Male,yellow,0.556,up in RA,TRUE,RAB5A,0.205242892475747,0.0165778915050401,0.798
Male,yellow,0.556,up in RA,TRUE,RAD21,0.272758437975206,0.000238308441998716,0.735
Male,yellow,0.556,up in RA,TRUE,RAP1A,0.271306327510879,3.88492855927793e-05,0.76
Male,yellow,0.556,up in RA,TRUE,RASSF3,0.23540918527901,0.00405999998059921,0.44
Male,yellow,0.556,up in RA,TRUE,RB1,0.517776154941281,6.79483587299333e-05,0.83
Male,yellow,0.556,up in RA,TRUE,RB1CC1,0.717270012476376,6.04796403658513e-08,0.9
Male,yellow,0.556,up in RA,TRUE,RBM18,0.270812981344085,0.0263602752044752,0.618
Male,yellow,0.556,up in RA,TRUE,RBM7,0.53810373904562,5.45938055708519e-07,0.885
Male,yellow,0.556,up in RA,TRUE,RBMS1,0.176280736272004,0.00583595685726213,0.447
Male,yellow,0.556,up in RA,TRUE,RBMXL1,0.237010101013925,0.00172006649692985,0.519
Male,yellow,0.556,up in RA,TRUE,RC3H1,0.184572260647798,0.00569856238396765,0.816
Male,yellow,0.556,up in RA,TRUE,RCBTB2,0.22169527954051,0.0364160312586913,0.747
Male,yellow,0.556,up in RA,TRUE,REEP3,0.48552550378357,8.31906837956111e-06,0.765
Male,yellow,0.556,up in RA,TRUE,RFX3,0.377161329153046,0.0119012095763307,0.608
Male,yellow,0.556,up in RA,TRUE,RGS18,0.809564961030014,1.76921262408682e-06,0.846
Male,yellow,0.556,up in RA,TRUE,RGS2,0.272847658806938,0.00409044225479355,0.758
Male,yellow,0.556,up in RA,TRUE,RHOQ,0.353567123765856,9.00402692989682e-06,0.782
Male,yellow,0.556,up in RA,TRUE,RHOT1,0.452602661967048,1.05270842579518e-05,0.872
Male,yellow,0.556,up in RA,TRUE,RICTOR,0.578148137960231,1.4521216334205e-05,0.573
Male,yellow,0.556,up in RA,TRUE,RLF,0.528994678746353,1.38930386620972e-05,0.806
Male,yellow,0.556,up in RA,TRUE,RMI1,0.554290940588854,3.17340969926812e-05,0.864
Male,yellow,0.556,up in RA,TRUE,RNASEL,0.327404522997784,0.00111303705455337,0.702
Male,yellow,0.556,up in RA,TRUE,RNF103,0.234890868873724,0.00262446160437507,0.638
Male,yellow,0.556,up in RA,TRUE,RNF11,0.417174600857004,0.0203505539304328,0.489
Male,yellow,0.556,up in RA,TRUE,RNF111,0.307141607422984,0.00064965271435459,0.864
Male,yellow,0.556,up in RA,TRUE,RNF13,0.43102632236156,1.09298845701443e-06,0.841
Male,yellow,0.556,up in RA,TRUE,RNF139,0.593858912367677,1.546856741772e-06,0.799
Male,yellow,0.556,up in RA,TRUE,RNF141,0.395513060330783,0.00101619995166031,0.766
Male,yellow,0.556,up in RA,TRUE,RNF146,0.291595577322216,0.00425994892867881,0.794
Male,yellow,0.556,up in RA,TRUE,RNFT1,0.831969373879348,2.80293918432758e-05,0.798
Male,yellow,0.556,up in RA,TRUE,ROCK1,0.717556806299237,3.65703520650231e-07,0.913
Male,yellow,0.556,up in RA,TRUE,RP2,0.704564728568065,8.24962000221744e-06,0.91
Male,yellow,0.556,up in RA,TRUE,RPGR,0.559294882159712,0.000771873027523331,0.841
Male,yellow,0.556,up in RA,TRUE,RPS6KA3,0.428522712815519,4.83262655130312e-05,0.798
Male,yellow,0.556,up in RA,TRUE,RRM2B,0.715247447416256,2.95358388347307e-07,0.939
Male,yellow,0.556,up in RA,TRUE,RSBN1L,0.484865149657576,0.0013113147669003,0.437
Male,yellow,0.556,up in RA,TRUE,RUNX2,0.209875233459121,0.0185532762294909,0.433
Male,yellow,0.556,up in RA,TRUE,RYBP,0.228309125711011,0.00538639894549523,0.731
Male,yellow,0.556,up in RA,TRUE,S100A12,0.456278850143265,0.0220649607990816,0.581
Male,yellow,0.556,up in RA,TRUE,S100A8,0.589246036248247,7.12559754000481e-06,0.792
Male,yellow,0.556,up in RA,TRUE,SAMSN1,1.02432107489694,1.28648833005132e-07,0.835
Male,yellow,0.556,up in RA,TRUE,SAP30,0.440318212591201,0.00133230412987799,0.564
Male,yellow,0.556,up in RA,TRUE,SAT1,0.262166943123349,0.000338673960797145,0.683
Male,yellow,0.556,up in RA,TRUE,SBF2,0.260505166192314,0.015134039531935,0.684
Male,yellow,0.556,up in RA,TRUE,SCCPDH,0.362324375498655,0.000252390620995937,0.502
Male,yellow,0.556,up in RA,TRUE,SCRN3,0.806067013092974,8.49500501166448e-06,0.815
Male,yellow,0.556,up in RA,TRUE,SCYL2,0.292445427703344,0.00149593195616349,0.783
Male,yellow,0.556,up in RA,TRUE,SDHD,0.213464434843036,0.0204485243897897,0.509
Male,yellow,0.556,up in RA,TRUE,SEC24B,0.195005214791804,0.00467878727114857,0.653
Male,yellow,0.556,up in RA,TRUE,SEL1L,0.385045597930071,3.88611046065887e-05,0.88
Male,yellow,0.556,up in RA,TRUE,SEMA3C,0.873233004034069,4.15779780400918e-05,0.775
Male,yellow,0.556,up in RA,TRUE,SENP6,0.687851713264347,7.25932298090994e-06,0.844
Male,yellow,0.556,up in RA,TRUE,SERAC1,0.255544344727103,0.042477885774309,0.421
Male,yellow,0.556,up in RA,TRUE,SERINC1,0.431723890008146,2.31139746168353e-07,0.874
Male,yellow,0.556,up in RA,TRUE,SERPINB2,0.688493812085252,0.000299191629250861,0.601
Male,yellow,0.556,up in RA,TRUE,SERPINI2,0.290339395699649,0.00892077763034859,0.382
Male,yellow,0.556,up in RA,TRUE,SFT2D1,0.305674450919099,3.68394983956179e-05,0.697
Male,yellow,0.556,up in RA,TRUE,SGMS1,0.718591501672431,8.6841576759961e-06,0.889
Male,yellow,0.556,up in RA,TRUE,SGMS2,0.72020954084145,0.00475612350240596,0.716
Male,yellow,0.556,up in RA,TRUE,SHOC2,0.376987085452443,6.51777263979282e-06,0.865
Male,yellow,0.556,up in RA,TRUE,SIAH1,0.509971199933105,1.88971420903058e-06,0.841
Male,yellow,0.556,up in RA,TRUE,SKIL,1.08078827846402,3.94328297882212e-06,0.844
Male,yellow,0.556,up in RA,TRUE,SLC16A6,0.265115446048256,0.0495182347210167,0.629
Male,yellow,0.556,up in RA,TRUE,SLC22A15,0.646782000754424,2.8080930302178e-05,0.74
Male,yellow,0.556,up in RA,TRUE,SLC25A40,0.687734284551618,1.3255934889784e-05,0.845
Male,yellow,0.556,up in RA,TRUE,SLC35A5,0.308029069005844,0.00201579535495961,0.742
Male,yellow,0.556,up in RA,TRUE,SLC35F5,0.828277430350281,3.68027202396079e-06,0.828
Male,yellow,0.556,up in RA,TRUE,SLC36A4,0.458230507579715,0.000153884220176503,0.583
Male,yellow,0.556,up in RA,TRUE,SLC37A3,0.731354175872018,0.000217329009593723,0.809
Male,yellow,0.556,up in RA,TRUE,SLC40A1,0.382895192144461,0.000495822441500645,0.677
Male,yellow,0.556,up in RA,TRUE,SLC7A11,0.472473183472896,0.000305271708936982,0.586
Male,yellow,0.556,up in RA,TRUE,SLCO4C1,0.677914339839137,0.00133446092367378,0.683
Male,yellow,0.556,up in RA,TRUE,SLFN12,0.546100296326261,0.000161833611904375,0.611
Male,yellow,0.556,up in RA,TRUE,SLK,0.64515681359169,1.07986523271479e-06,0.763
Male,yellow,0.556,up in RA,TRUE,SLMAP,0.601238412287499,1.06759033593472e-05,0.928
Male,yellow,0.556,up in RA,TRUE,SLU7,0.352860210952268,2.83970747971874e-05,0.765
Male,yellow,0.556,up in RA,TRUE,SMAD4,0.369335710333422,1.4104290573282e-05,0.785
Male,yellow,0.556,up in RA,TRUE,SMCHD1,0.494987882058282,8.76998678216491e-06,0.849
Male,yellow,0.556,up in RA,TRUE,SMPDL3A,0.53027553423646,0.00961332798193016,0.592
Male,yellow,0.556,up in RA,TRUE,SNRK,0.353610577844752,0.00010869182739351,0.8
Male,yellow,0.556,up in RA,TRUE,SNX10,0.500014900306416,1.69002481088721e-05,0.913
Male,yellow,0.556,up in RA,TRUE,SNX13,0.894556509017144,1.33746723469345e-07,0.937
Male,yellow,0.556,up in RA,TRUE,SNX16,1.15264886249964,2.44235045334636e-07,0.859
Male,yellow,0.556,up in RA,TRUE,SNX18,0.311028640808102,0.00134563500761531,0.722
Male,yellow,0.556,up in RA,TRUE,SP3,0.762748322475916,1.28648833005132e-07,0.946
Male,yellow,0.556,up in RA,TRUE,SPAG1,0.759426692100843,0.000162259712350462,0.644
Male,yellow,0.556,up in RA,TRUE,SPAG9,0.47273728708915,1.80053393616941e-05,0.77
Male,yellow,0.556,up in RA,TRUE,SPAST,0.490936236552288,5.66631460705369e-06,0.877
Male,yellow,0.556,up in RA,TRUE,SPOPL,0.57017772201171,1.05335773462831e-06,0.955
Male,yellow,0.556,up in RA,TRUE,SPPL2A,0.169172578296465,0.0222908321779345,0.591
Male,yellow,0.556,up in RA,TRUE,SPTLC1,0.266111130579976,0.000283785436329929,0.832
Male,yellow,0.556,up in RA,TRUE,SPTY2D1,0.220891198426903,0.00807659554101812,0.549
Male,yellow,0.556,up in RA,TRUE,SRBD1,0.218662289277763,0.0381022830265756,0.473
Male,yellow,0.556,up in RA,TRUE,SRGN,0.37650062691232,1.64455860785618e-05,0.73
Male,yellow,0.556,up in RA,TRUE,SSFA2,0.533602661481268,5.04678884180462e-06,0.907
Male,yellow,0.556,up in RA,TRUE,ST3GAL6,0.83598395962499,5.18214250949403e-06,0.847
Male,yellow,0.556,up in RA,TRUE,ST6GALNAC3,0.629587864019436,5.99932226636109e-05,0.741
Male,yellow,0.556,up in RA,TRUE,ST8SIA4,0.744779017813463,5.10049133834333e-07,0.907
Male,yellow,0.556,up in RA,TRUE,STAM2,0.24866639544818,0.00368881945199362,0.706
Male,yellow,0.556,up in RA,TRUE,STARD3NL,0.697482262904324,3.27942153010919e-08,0.842
Male,yellow,0.556,up in RA,TRUE,STK3,0.435365149779381,0.00458446952088896,0.758
Male,yellow,0.556,up in RA,TRUE,STK38L,0.473330828494389,3.77627203113122e-06,0.898
Male,yellow,0.556,up in RA,TRUE,STRN3,0.718989937769322,1.85610919824821e-06,0.858
Male,yellow,0.556,up in RA,TRUE,STX7,0.613249124940449,8.93683171578524e-07,0.89
Male,yellow,0.556,up in RA,TRUE,STXBP3,0.604887138143646,9.06205462110705e-07,0.913
Male,yellow,0.556,up in RA,TRUE,STXBP5,0.490443340948682,0.0030168430733124,0.719
Male,yellow,0.556,up in RA,TRUE,SULT1B1,0.966984114818028,7.26844470922515e-05,0.769
Male,yellow,0.556,up in RA,TRUE,SYF2,0.211448643916224,0.000832947319390688,0.599
Male,yellow,0.556,up in RA,TRUE,SYNJ1,0.429790922574666,0.000453983540051231,0.855
Male,yellow,0.556,up in RA,TRUE,TAB2,0.325172728178108,4.63313814940108e-05,0.813
Male,yellow,0.556,up in RA,TRUE,TAB3,0.530039456607819,4.78117541834206e-06,0.874
Male,yellow,0.556,up in RA,TRUE,TAF13,0.222095618778985,0.0407994254191502,0.376
Male,yellow,0.556,up in RA,TRUE,TAF7,0.72062526454704,1.68745793023821e-07,0.86
Male,yellow,0.556,up in RA,TRUE,TANK,0.595694097219632,1.13219512527193e-06,0.909
Male,yellow,0.556,up in RA,TRUE,TATDN3,0.328294446657351,0.000900942602511138,0.639
Male,yellow,0.556,up in RA,TRUE,TBC1D15,1.00783079918137,3.27942153010919e-08,0.897
Male,yellow,0.556,up in RA,TRUE,TBC1D23,0.603102196332354,2.97569626428015e-07,0.88
Male,yellow,0.556,up in RA,TRUE,TBCC,0.209002502652663,0.0211821270692751,0.577
Male,yellow,0.556,up in RA,TRUE,TBK1,0.616359454318091,3.23939700631323e-06,0.863
Male,yellow,0.556,up in RA,TRUE,TCFL5,0.570800420022442,9.19207411994701e-06,0.711
Male,yellow,0.556,up in RA,TRUE,TDP2,0.381797420278264,0.000210634701295817,0.811
Male,yellow,0.556,up in RA,TRUE,TET2,0.474329047875172,0.00017750973271977,0.889
Male,yellow,0.556,up in RA,TRUE,TGFBR1,0.635827858365807,2.11676746144994e-07,0.867
Male,yellow,0.556,up in RA,TRUE,THAP1,0.780760971008413,6.69600512251277e-07,0.855
Male,yellow,0.556,up in RA,TRUE,THAP5,0.905910825919046,6.05498758196456e-07,0.862
Male,yellow,0.556,up in RA,TRUE,THAP6,0.668123316074227,2.16930020166362e-05,0.665
Male,yellow,0.556,up in RA,TRUE,TLE4,0.244090870764887,0.0165081444008491,0.697
Male,yellow,0.556,up in RA,TRUE,TLR4,0.372794054950293,0.00499892762679406,0.713
Male,yellow,0.556,up in RA,TRUE,TM6SF1,0.491728532809128,0.000988036267676858,0.798
Male,yellow,0.556,up in RA,TRUE,TM9SF2,0.210494564647616,0.000911702376824334,0.717
Male,yellow,0.556,up in RA,TRUE,TMBIM4,0.154835117976776,0.00274312426808401,0.78
Male,yellow,0.556,up in RA,TRUE,TMEM144,0.387590748361888,0.0493488534182383,0.549
Male,yellow,0.556,up in RA,TRUE,TMEM167A,0.424978042416492,2.41756685999276e-05,0.845
Male,yellow,0.556,up in RA,TRUE,TMEM167B,0.378804918946904,1.54304594855949e-06,0.85
Male,yellow,0.556,up in RA,TRUE,TMEM170B,0.811321295422594,8.47494380560505e-06,0.875
Male,yellow,0.556,up in RA,TRUE,TMEM208,0.166062141337146,0.0279330979347946,0.326
Male,yellow,0.556,up in RA,TRUE,TMEM30A,0.483871498237709,0.00040626104492102,0.851
Male,yellow,0.556,up in RA,TRUE,TMEM33,0.33133028254236,9.06580304955095e-05,0.862
Male,yellow,0.556,up in RA,TRUE,TMEM55A,0.785955896405758,9.60121350564131e-06,0.908
Male,yellow,0.556,up in RA,TRUE,TMEM59,0.210959998132273,0.000237299326203947,0.733
Male,yellow,0.556,up in RA,TRUE,TMEM65,0.774269443362514,5.32100435307373e-06,0.873
Male,yellow,0.556,up in RA,TRUE,TMEM71,0.556850994393974,4.7157236141945e-06,0.818
Male,yellow,0.556,up in RA,TRUE,TMOD2,0.365583922955566,0.0352836070361556,0.64
Male,yellow,0.556,up in RA,TRUE,TMOD3,0.32601560121639,0.00428845031340261,0.619
Male,yellow,0.556,up in RA,TRUE,TMX4,0.232210568633764,0.00969754842553263,0.67
Male,yellow,0.556,up in RA,TRUE,TOPBP1,0.203513356361813,0.0025878717880984,0.597
Male,yellow,0.556,up in RA,TRUE,TOPORS,0.500290531004706,5.0128661795779e-05,0.818
Male,yellow,0.556,up in RA,TRUE,TOR1AIP1,0.271686231010253,3.26052129120818e-05,0.817
Male,yellow,0.556,up in RA,TRUE,TP53INP1,0.280995029641615,0.0003564724643166,0.818
Male,yellow,0.556,up in RA,TRUE,TRAPPC6B,0.550122030378192,2.3065252236365e-06,0.827
Male,yellow,0.556,up in RA,TRUE,TRIM23,1.21047811974067,3.37298846777781e-08,0.856
Male,yellow,0.556,up in RA,TRUE,TRIP4,0.224853605195731,0.00297705903730657,0.707
Male,yellow,0.556,up in RA,TRUE,TSNAX,0.644664284516693,8.78346094703359e-07,0.85
Male,yellow,0.556,up in RA,TRUE,TSPAN2,0.41417457570546,0.0190256854435468,0.558
Male,yellow,0.556,up in RA,TRUE,TWF1,1.1133456763666,7.46785446557236e-08,0.864
Male,yellow,0.556,up in RA,TRUE,TXN,0.614862283426761,3.49718568465919e-05,0.711
Male,yellow,0.556,up in RA,TRUE,TXNDC12,0.169566940345271,0.0291684096232382,0.616
Male,yellow,0.556,up in RA,TRUE,TXNDC17,0.522630918310482,4.23922936900545e-05,0.745
Male,yellow,0.556,up in RA,TRUE,UBA3,0.587987475944364,2.90595552008091e-06,0.871
Male,yellow,0.556,up in RA,TRUE,UBE2D1,0.491021352728286,4.61250019855293e-05,0.699
Male,yellow,0.556,up in RA,TRUE,UBE2W,0.868144325566405,8.25293414087285e-08,0.933
Male,yellow,0.556,up in RA,TRUE,UBL3,0.51919096415289,3.65703520650231e-07,0.814
Male,yellow,0.556,up in RA,TRUE,UBR3,0.723397724070375,8.78346094703359e-07,0.865
Male,yellow,0.556,up in RA,TRUE,UEVLD,0.640825094864805,7.5124864709396e-05,0.724
Male,yellow,0.556,up in RA,TRUE,UPF2,0.315215285838687,0.000241347753717156,0.738
Male,yellow,0.556,up in RA,TRUE,USP25,0.156664377091168,0.0298068682152744,0.538
Male,yellow,0.556,up in RA,TRUE,USP38,0.366359990921659,0.000659967887289059,0.825
Male,yellow,0.556,up in RA,TRUE,USP8,0.144246632151245,0.0342544994827463,0.549
Male,yellow,0.556,up in RA,TRUE,VAMP7,0.459251553743206,3.77627203113122e-06,0.782
Male,yellow,0.556,up in RA,TRUE,VCPIP1,0.803090917832283,9.63798008490237e-08,0.761
Male,yellow,0.556,up in RA,TRUE,VEGFA,0.423083637976691,0.00417587272793502,0.641
Male,yellow,0.556,up in RA,TRUE,VIP,0.160268904939768,0.0392455644758246,0.331
Male,yellow,0.556,up in RA,TRUE,VNN2,0.338411611685696,0.00324636601606509,0.721
Male,yellow,0.556,up in RA,TRUE,VPS37A,0.209259966935468,0.0164542662751912,0.388
Male,yellow,0.556,up in RA,TRUE,VPS4B,0.236324930717198,0.000201553520037654,0.778
Male,yellow,0.556,up in RA,TRUE,VTA1,0.476227094537167,3.35073803520721e-05,0.825
Male,yellow,0.556,up in RA,TRUE,WBP4,0.659647559278006,9.9439341193107e-05,0.598
Male,yellow,0.556,up in RA,TRUE,WDFY1,0.543649449940294,2.32799476715338e-06,0.726
Male,yellow,0.556,up in RA,TRUE,WDR20,0.26410206835017,0.00178297793752797,0.714
Male,yellow,0.556,up in RA,TRUE,WDR26,0.288250976350759,0.000826465137508073,0.625
Male,yellow,0.556,up in RA,TRUE,WDR47,0.454672133521151,0.00032434480762334,0.803
Male,yellow,0.556,up in RA,TRUE,XPR1,0.201966688853869,0.00330616453329582,0.479
Male,yellow,0.556,up in RA,TRUE,YAF2,0.759876073155203,4.55724548985107e-07,0.814
Male,yellow,0.556,up in RA,TRUE,YIPF4,0.344013182494288,0.00961332798193016,0.681
Male,yellow,0.556,up in RA,TRUE,YOD1,0.67706245425876,0.00303397239353092,0.508
Male,yellow,0.556,up in RA,TRUE,YPEL5,0.43511077061502,6.82462999576264e-08,0.862
Male,yellow,0.556,up in RA,TRUE,YTHDF3,0.391204515238706,4.54570372186946e-06,0.848
Male,yellow,0.556,up in RA,TRUE,ZC3H12C,0.538339781324695,0.00178024621202667,0.616
Male,yellow,0.556,up in RA,TRUE,ZDHHC17,0.952109890415619,2.16463896864911e-07,0.899
Male,yellow,0.556,up in RA,TRUE,ZEB1,0.726725862844964,2.11676746144994e-07,0.865
Male,yellow,0.556,up in RA,TRUE,ZFAND5,0.316474070444778,0.000317490441530315,0.721
Male,yellow,0.556,up in RA,TRUE,ZFAND6,0.543042349686059,2.32799476715338e-06,0.834
Male,yellow,0.556,up in RA,TRUE,ZFYVE16,0.933803078760306,4.63512748459795e-06,0.953
Male,yellow,0.556,up in RA,TRUE,ZKSCAN4,0.330243387309132,0.00393620955635755,0.488
Male,yellow,0.556,up in RA,TRUE,ZMPSTE24,0.321544862251849,3.18761837956046e-05,0.827
Male,yellow,0.556,up in RA,TRUE,ZNF117,1.57559049114339,2.44235045334636e-07,0.813
Male,yellow,0.556,up in RA,TRUE,ZNF200,0.38975098645166,0.00264971946991015,0.662
Male,yellow,0.556,up in RA,TRUE,ZNF217,0.201581114967553,0.00182593995676705,0.621
